product_id,product_name,product_brand,product_category,product_rating,product_review_count,product_stock,product_return_rate,product_size,product_weight,product_color,product_material,product_manufacture_date,product_expiry_date,product_shelf_life,unit_price
9609,Product D,Brand X,Toys,2.3,195,74,0.4,Large,4.66,Red,Plastic,2018-07-28 04:44:14,2022-08-23 06:46:35,6,328.0
3188,Product C,Brand X,Toys,1.6,490,78,0.46,Medium,2.43,Red,Plastic,2018-04-16 09:00:38,2022-02-17 22:29:44,224,190.8
7581,Product B,Brand Y,Groceries,1.2,753,54,0.05,Small,9.17,Red,Glass,2019-01-27 22:26:05,2022-09-25 06:10:07,233,656.4
921,Product A,Brand X,Clothing,4.5,196,4,0.05,Small,5.66,White,Glass,2019-10-24 08:21:43,2023-03-12 10:01:43,276,796.37
7151,Product A,Brand Y,Groceries,1.0,673,14,0.43,Medium,0.32,Green,Wood,2019-01-03 18:56:12,2023-06-05 18:01:16,326,282.33
6224,Product A,Brand X,Groceries,3.6,19,14,0.09,Medium,9.57,Black,Wood,2018-09-01 06:37:20,2023-09-13 02:08:30,223,992.41
5134,Product B,Brand Z,Toys,3.1,165,3,0.4,Small,4.55,White,Metal,2019-02-04 10:47:41,2022-11-25 00:36:25,177,885.04
288,Product D,Brand Z,Clothing,4.1,90,11,0.17,Medium,1.47,Red,Plastic,2018-02-06 11:03:38,2022-08-06 08:16:23,335,714.73
5934,Product D,Brand Z,Toys,1.5,755,17,0.09,Medium,6.13,Green,Plastic,2019-09-03 12:10:10,2022-04-01 07:54:21,11,115.54
5166,Product C,Brand Y,Groceries,3.5,630,56,0.35,Large,0.76,Green,Plastic,2018-04-02 06:09:07,2023-12-04 16:54:31,254,24.05
616,Product D,Brand X,Electronics,3.1,67,73,0.26,Large,4.69,White,Metal,2019-11-10 16:44:03,2022-04-16 04:16:38,67,418.45
7791,Product C,Brand Z,Groceries,2.9,979,30,0.22,Small,1.81,Red,Plastic,2019-07-03 08:17:45,2022-07-19 14:09:45,94,643.99
8727,Product B,Brand Z,Groceries,4.4,740,82,0.12,Medium,9.56,Black,Wood,2019-07-14 21:11:00,2022-12-19 18:23:27,203,629.13
4881,Product D,Brand Y,Toys,2.3,771,27,0.28,Medium,2.16,Green,Glass,2018-04-10 20:04:47,2023-06-28 23:51:17,255,10.18
4186,Product C,Brand Z,Clothing,4.7,359,48,0.15,Small,9.77,Red,Plastic,2019-08-10 23:29:10,2022-09-28 05:26:41,264,839.66
6054,Product A,Brand Y,Furniture,4.6,171,68,0.17,Large,8.32,White,Glass,2019-02-12 11:48:28,2022-09-16 15:09:35,260,210.56
1675,Product A,Brand Z,Toys,4.4,686,84,0.23,Small,3.31,White,Metal,2019-08-05 10:54:38,2023-11-19 04:55:04,69,778.71
6825,Product B,Brand Y,Furniture,4.8,128,17,0.27,Large,5.51,White,Wood,2019-03-22 12:25:47,2022-07-15 04:18:05,252,204.16
5553,Product C,Brand Z,Furniture,2.2,527,44,0.33,Small,2.38,Red,Wood,2019-01-05 07:27:25,2022-05-05 05:39:08,349,875.72
931,Product B,Brand X,Groceries,1.5,364,75,0.02,Small,9.38,White,Metal,2018-07-04 12:47:25,2022-05-16 23:54:03,263,565.83
3064,Product C,Brand X,Groceries,1.6,193,73,0.36,Large,7.07,White,Metal,2019-10-19 03:34:10,2023-03-01 21:44:00,75,641.25
9549,Product A,Brand Y,Furniture,1.5,674,32,0.28,Small,2.89,Black,Wood,2019-01-25 05:08:37,2023-08-15 12:41:12,180,700.06
856,Product A,Brand Z,Furniture,3.1,287,81,0.12,Medium,3.57,Green,Plastic,2019-05-06 08:33:06,2023-01-06 00:05:02,232,573.09
8854,Product B,Brand Y,Toys,1.8,775,50,0.0,Medium,5.25,Blue,Plastic,2018-06-09 05:21:04,2023-01-21 09:09:52,264,416.13
7035,Product D,Brand Z,Furniture,3.0,113,20,0.46,Small,8.42,Red,Glass,2018-02-14 15:40:27,2022-03-07 10:32:34,250,839.22
6919,Product B,Brand Z,Furniture,1.7,811,85,0.1,Large,1.07,Red,Wood,2019-07-20 04:49:21,2022-03-07 18:17:30,353,859.96
2216,Product C,Brand Y,Electronics,1.3,293,79,0.33,Large,3.37,White,Metal,2018-07-26 19:32:23,2023-10-13 10:08:13,242,28.36
5306,Product B,Brand Y,Groceries,1.9,849,0,0.13,Large,4.04,Green,Plastic,2019-08-20 02:16:28,2022-12-06 00:36:42,203,276.04
9299,Product D,Brand Y,Electronics,1.6,968,15,0.15,Large,8.0,Green,Wood,2018-04-25 13:05:57,2023-09-07 02:59:53,302,853.54
3249,Product B,Brand Y,Electronics,4.7,336,24,0.07,Medium,2.4,White,Glass,2019-01-04 14:45:50,2023-02-21 02:11:22,110,908.65
5253,Product D,Brand Y,Groceries,2.3,748,70,0.04,Large,6.58,Blue,Metal,2019-06-06 22:40:05,2023-06-14 01:45:46,199,80.12
8534,Product B,Brand X,Toys,2.1,541,5,0.12,Medium,0.8,Red,Glass,2018-09-10 09:41:15,2022-07-10 20:02:31,36,607.74
642,Product A,Brand Z,Electronics,1.9,429,48,0.09,Small,4.31,Red,Plastic,2019-05-24 14:38:31,2023-05-15 22:15:34,114,314.24
3653,Product D,Brand Y,Furniture,4.9,750,10,0.33,Large,3.29,Blue,Plastic,2018-04-17 16:11:48,2023-04-12 14:43:03,310,972.47
460,Product C,Brand Z,Electronics,2.0,65,75,0.4,Medium,2.25,Green,Wood,2018-07-11 11:37:58,2023-01-11 12:57:57,347,679.18
9847,Product B,Brand Y,Clothing,1.9,205,19,0.38,Medium,3.57,Green,Metal,2019-09-22 14:58:45,2023-03-02 11:40:00,73,622.24
9870,Product C,Brand X,Furniture,3.4,808,21,0.49,Medium,9.7,Black,Metal,2019-04-24 10:47:27,2023-01-24 18:48:58,151,573.26
8929,Product A,Brand Y,Clothing,3.7,123,67,0.12,Small,6.93,Green,Glass,2018-08-08 11:24:58,2022-11-02 13:56:37,119,518.11
9862,Product B,Brand X,Groceries,1.7,214,6,0.39,Small,7.73,White,Wood,2018-08-27 02:36:10,2023-07-18 11:17:57,256,463.11
2213,Product B,Brand Y,Toys,1.4,332,68,0.22,Small,1.38,White,Metal,2019-01-04 09:40:43,2023-04-21 18:13:36,143,570.42
8141,Product C,Brand Z,Clothing,3.2,603,40,0.29,Medium,1.61,Blue,Plastic,2019-02-25 16:16:04,2022-06-16 17:34:32,22,963.53
8947,Product B,Brand Y,Groceries,3.4,751,32,0.08,Large,0.35,Black,Metal,2018-10-26 04:09:41,2023-04-15 14:22:59,362,350.12
5859,Product B,Brand Z,Furniture,1.7,837,40,0.28,Large,8.61,Black,Metal,2019-05-11 09:53:33,2023-04-23 09:34:40,236,163.01
735,Product D,Brand X,Furniture,3.6,177,32,0.45,Large,0.41,Blue,Glass,2018-06-16 22:23:46,2022-11-09 02:14:33,232,859.73
881,Product B,Brand Y,Electronics,2.5,15,41,0.41,Small,0.51,Green,Wood,2019-10-02 22:29:30,2023-01-10 15:56:01,86,725.8
1044,Product C,Brand X,Groceries,4.6,558,91,0.27,Medium,0.24,Green,Glass,2018-09-16 21:54:31,2022-11-24 09:50:40,167,505.65
6049,Product A,Brand Y,Clothing,5.0,839,84,0.22,Large,5.51,White,Glass,2018-07-02 20:56:33,2022-11-14 02:03:19,313,100.26
3833,Product A,Brand Z,Groceries,4.3,88,74,0.1,Small,2.09,Black,Plastic,2018-05-10 23:03:29,2023-11-28 18:40:35,1,384.25
5806,Product C,Brand Y,Groceries,3.7,610,61,0.44,Large,9.23,Red,Wood,2019-11-09 05:55:35,2022-11-13 06:40:12,77,427.34
2457,Product A,Brand Y,Electronics,2.6,588,91,0.32,Medium,0.86,White,Metal,2018-07-05 08:09:22,2022-11-17 16:33:10,86,663.36
7291,Product C,Brand Z,Clothing,3.3,490,62,0.29,Large,2.67,Black,Wood,2018-09-21 21:19:07,2022-06-27 07:25:17,232,392.31
8010,Product C,Brand X,Electronics,4.5,523,91,0.33,Large,2.13,Red,Wood,2019-04-01 07:15:13,2023-11-25 11:31:12,7,299.7
6486,Product A,Brand X,Toys,3.0,202,27,0.17,Small,0.69,Blue,Metal,2018-02-05 20:27:44,2023-02-09 01:43:21,158,409.93
2593,Product D,Brand Z,Toys,2.7,762,74,0.38,Large,1.02,Green,Metal,2018-11-30 14:20:56,2023-09-17 00:03:58,160,100.86
7307,Product D,Brand Z,Toys,1.9,355,45,0.02,Medium,3.56,Green,Wood,2019-01-02 22:21:40,2023-02-10 22:47:23,199,62.47
4103,Product C,Brand Y,Electronics,3.0,596,90,0.45,Large,7.44,Red,Wood,2019-10-15 05:40:16,2022-07-29 04:01:14,270,718.62
7077,Product A,Brand Z,Groceries,3.3,502,84,0.2,Small,9.95,Blue,Wood,2018-10-05 09:11:35,2022-04-06 07:49:49,112,589.1
3767,Product A,Brand Y,Furniture,3.8,700,67,0.06,Small,6.96,Green,Glass,2018-11-30 10:54:27,2023-05-15 00:45:08,137,237.01
258,Product A,Brand Z,Toys,3.2,205,95,0.03,Medium,2.13,Black,Metal,2019-04-22 10:30:03,2022-10-21 10:46:51,137,272.0
5052,Product D,Brand X,Groceries,1.9,103,87,0.33,Medium,3.8,Red,Plastic,2019-07-08 13:14:45,2022-10-29 22:08:51,250,590.66
6295,Product B,Brand X,Clothing,3.7,820,23,0.31,Small,4.02,Blue,Plastic,2019-10-02 01:53:46,2023-03-30 14:35:48,150,672.36
7392,Product D,Brand X,Toys,1.3,13,5,0.5,Small,2.26,Black,Plastic,2019-08-08 17:44:20,2022-08-04 20:08:35,154,178.54
5392,Product D,Brand Y,Clothing,3.3,928,78,0.43,Small,8.09,Black,Plastic,2018-08-29 10:18:02,2022-11-04 10:27:38,276,305.23
7113,Product A,Brand X,Toys,3.2,649,40,0.26,Medium,3.56,White,Glass,2018-06-21 21:58:32,2023-10-16 13:59:11,59,173.8
8757,Product B,Brand Y,Groceries,1.7,474,6,0.19,Small,7.88,Green,Metal,2018-05-12 03:58:44,2023-08-18 17:38:42,360,573.35
7061,Product D,Brand Z,Furniture,4.4,679,83,0.18,Large,6.02,Red,Glass,2018-09-07 07:10:55,2023-01-06 08:10:33,359,272.17
8348,Product B,Brand Z,Toys,4.3,253,54,0.02,Medium,9.4,Black,Metal,2018-08-23 00:56:23,2023-06-19 08:30:42,110,915.09
2900,Product D,Brand Y,Clothing,4.5,223,65,0.42,Medium,6.02,Blue,Glass,2019-10-30 08:37:32,2023-04-23 09:13:09,242,816.23
8378,Product C,Brand Y,Clothing,4.7,203,60,0.18,Medium,4.52,Blue,Plastic,2018-06-28 15:10:09,2023-06-15 00:51:37,52,569.78
2913,Product D,Brand X,Toys,2.8,122,11,0.2,Small,6.08,Green,Wood,2019-02-04 18:57:38,2023-10-07 18:15:05,319,632.12
8768,Product B,Brand X,Clothing,4.3,469,86,0.28,Large,4.1,Black,Glass,2018-12-05 00:50:50,2022-06-03 12:44:42,312,800.59
2574,Product D,Brand X,Groceries,1.5,622,92,0.02,Small,6.7,White,Wood,2018-01-21 06:53:32,2022-02-08 23:43:50,275,709.52
7152,Product A,Brand X,Groceries,2.2,969,70,0.23,Medium,1.66,White,Metal,2019-05-27 11:21:51,2023-03-09 01:20:13,323,132.28
100,Product D,Brand Y,Toys,2.4,521,87,0.35,Large,6.68,Red,Wood,2018-09-23 05:24:09,2023-02-17 15:50:47,210,629.45
5647,Product A,Brand Z,Toys,1.7,675,75,0.3,Large,1.78,Black,Wood,2018-12-03 15:51:03,2023-02-12 18:14:51,341,175.27
6698,Product B,Brand X,Furniture,2.5,276,71,0.46,Medium,8.99,Green,Plastic,2018-11-20 21:00:20,2023-08-20 11:28:56,332,685.53
9463,Product A,Brand Y,Toys,1.9,580,90,0.02,Medium,6.05,Black,Plastic,2018-01-12 16:06:56,2023-09-02 10:31:15,212,987.76
8637,Product C,Brand Y,Toys,2.6,956,43,0.34,Small,6.83,Red,Wood,2019-02-11 04:08:43,2022-07-29 05:58:30,357,367.28
8464,Product A,Brand X,Clothing,4.5,267,33,0.05,Medium,9.29,Green,Wood,2018-11-08 04:09:04,2023-07-25 02:25:14,157,833.18
4823,Product A,Brand Z,Electronics,4.1,236,11,0.11,Large,2.06,White,Metal,2019-06-14 04:03:55,2022-05-23 15:28:01,132,618.24
5413,Product D,Brand X,Toys,1.5,558,25,0.1,Medium,7.82,Red,Plastic,2018-01-22 16:53:11,2022-10-16 04:10:51,294,81.6
7782,Product D,Brand Y,Electronics,3.9,833,93,0.48,Large,9.35,Blue,Glass,2019-12-07 11:42:32,2023-05-01 01:01:46,137,326.04
9466,Product A,Brand X,Toys,1.1,566,54,0.48,Large,1.54,Blue,Wood,2018-01-16 04:17:21,2023-07-20 00:44:15,229,386.6
3697,Product B,Brand Z,Groceries,4.9,903,72,0.42,Medium,9.65,Blue,Metal,2019-09-30 10:28:34,2022-08-14 21:10:43,346,843.12
3946,Product C,Brand Y,Furniture,1.8,256,63,0.05,Small,8.28,Black,Glass,2019-10-25 00:07:03,2023-08-20 12:49:51,246,366.63
8594,Product A,Brand Y,Furniture,4.6,994,66,0.25,Small,7.76,Green,Metal,2019-12-28 04:53:23,2022-06-15 02:41:15,47,212.82
1877,Product A,Brand Z,Clothing,3.6,191,46,0.08,Medium,8.03,Green,Wood,2019-08-16 17:31:17,2023-02-04 14:27:17,190,349.41
1082,Product B,Brand Z,Clothing,1.8,685,47,0.35,Medium,1.33,Green,Metal,2019-10-15 19:36:11,2023-12-11 23:57:51,338,844.21
9399,Product D,Brand X,Toys,2.0,145,26,0.43,Medium,9.23,Red,Metal,2019-06-17 19:28:44,2023-05-19 09:33:49,139,208.19
6932,Product C,Brand X,Toys,2.2,591,76,0.04,Small,8.56,White,Glass,2019-11-10 23:29:56,2022-01-17 01:40:21,166,166.6
5101,Product B,Brand X,Toys,1.4,233,99,0.39,Medium,1.04,Red,Plastic,2018-05-12 02:27:25,2023-04-21 08:05:38,258,433.34
4685,Product C,Brand Y,Groceries,1.0,970,38,0.0,Small,2.07,Blue,Wood,2018-02-08 15:45:36,2022-06-19 20:30:10,218,79.46
3872,Product D,Brand Y,Clothing,3.1,163,84,0.39,Small,5.78,Red,Wood,2018-02-15 07:15:08,2022-05-13 03:12:32,26,698.48
7019,Product C,Brand Y,Groceries,3.5,891,20,0.32,Medium,3.25,Green,Glass,2019-06-27 17:04:27,2022-04-05 18:41:13,312,134.72
6216,Product D,Brand X,Furniture,1.8,720,33,0.49,Medium,2.06,Red,Metal,2018-12-09 22:12:04,2023-05-17 04:33:28,19,766.2
4913,Product C,Brand Z,Toys,3.8,894,18,0.14,Small,7.29,Blue,Glass,2018-11-07 19:27:38,2022-01-15 22:00:31,157,907.25
9042,Product B,Brand Z,Clothing,3.1,847,63,0.14,Medium,5.51,Green,Plastic,2018-10-23 23:18:15,2023-01-28 16:14:45,75,30.05
9742,Product B,Brand X,Clothing,2.9,924,20,0.34,Large,6.31,Blue,Glass,2018-02-12 20:29:13,2023-08-23 22:30:55,354,381.55
9080,Product A,Brand Z,Clothing,3.6,173,49,0.1,Small,5.15,Black,Glass,2019-05-22 18:41:05,2023-04-17 00:02:20,304,112.31
2352,Product D,Brand Z,Clothing,4.5,918,59,0.5,Large,0.3,Green,Plastic,2019-03-06 10:30:14,2022-03-11 09:37:34,291,595.19
6456,Product A,Brand X,Toys,4.1,855,9,0.07,Medium,9.27,Green,Wood,2019-04-15 13:26:05,2022-09-30 22:28:29,129,445.5
4643,Product C,Brand X,Clothing,2.0,861,86,0.3,Medium,1.26,Red,Glass,2018-09-16 03:23:30,2023-08-19 19:39:08,67,736.13
322,Product B,Brand X,Clothing,5.0,711,60,0.49,Large,4.63,White,Glass,2019-12-02 07:50:48,2022-01-31 01:53:31,174,653.95
7148,Product C,Brand Y,Toys,3.8,250,81,0.45,Small,4.67,Black,Metal,2019-12-31 21:45:02,2023-12-10 19:52:53,246,714.51
4092,Product C,Brand Z,Groceries,1.2,900,67,0.47,Small,7.35,Blue,Plastic,2018-04-06 21:20:30,2023-11-14 20:48:17,236,826.72
7229,Product C,Brand X,Furniture,2.6,369,65,0.33,Medium,7.17,Black,Wood,2018-02-28 18:35:13,2023-06-03 13:57:18,9,986.39
1621,Product B,Brand Y,Clothing,2.2,934,38,0.42,Medium,1.83,White,Wood,2018-10-23 18:52:12,2023-12-06 19:13:00,145,477.76
8823,Product A,Brand Z,Groceries,4.8,543,92,0.27,Small,9.84,Blue,Glass,2018-01-17 04:47:22,2023-12-19 02:07:47,168,634.59
1201,Product A,Brand X,Clothing,1.2,890,90,0.01,Medium,0.56,Black,Plastic,2018-01-16 22:38:37,2023-06-01 09:32:24,54,735.33
5170,Product C,Brand Z,Electronics,2.1,288,63,0.42,Large,9.33,Black,Wood,2019-09-09 20:14:31,2022-12-24 01:17:34,110,583.77
6645,Product A,Brand Z,Toys,2.2,384,28,0.02,Medium,1.02,Blue,Wood,2018-06-14 13:57:03,2022-05-04 14:02:09,203,492.0
1447,Product B,Brand X,Clothing,2.4,570,42,0.23,Medium,2.46,Black,Metal,2019-07-18 18:01:54,2022-11-25 22:46:02,346,19.38
5720,Product C,Brand X,Electronics,4.5,951,92,0.36,Large,8.61,White,Plastic,2019-01-23 23:07:00,2023-12-13 06:37:51,305,554.48
6928,Product D,Brand X,Furniture,3.9,562,36,0.02,Small,5.95,Blue,Metal,2018-07-06 15:35:06,2022-01-28 21:02:04,166,757.48
6159,Product D,Brand X,Electronics,2.4,516,40,0.46,Large,2.93,Blue,Wood,2018-01-13 21:19:06,2022-06-04 09:34:55,212,735.46
8968,Product B,Brand X,Furniture,3.3,796,12,0.01,Large,9.17,Red,Metal,2019-11-23 23:17:01,2022-11-05 14:25:57,79,184.2
6892,Product A,Brand X,Groceries,4.3,623,80,0.3,Small,2.37,Green,Wood,2018-08-23 08:08:05,2023-12-01 12:18:26,331,201.0
2083,Product C,Brand X,Groceries,1.1,904,61,0.3,Large,8.91,Green,Plastic,2018-06-23 06:17:30,2022-10-22 23:35:26,117,57.44
7671,Product D,Brand Z,Clothing,2.8,176,61,0.13,Small,0.39,Red,Metal,2019-02-03 16:19:44,2022-04-08 18:51:36,213,168.06
3958,Product B,Brand X,Electronics,1.8,728,26,0.47,Medium,0.36,Blue,Metal,2019-08-22 14:54:37,2023-04-30 02:07:20,161,96.98
5962,Product B,Brand Z,Clothing,4.3,986,73,0.24,Small,5.25,Blue,Wood,2018-10-19 19:00:00,2023-09-04 06:35:48,6,275.12
5721,Product A,Brand Z,Clothing,4.4,786,34,0.22,Small,3.4,Green,Plastic,2018-02-03 16:16:59,2022-12-21 09:18:13,202,928.48
