transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,discount_applied,payment_method,store_location,transaction_hour,day_of_week,week_of_year,month_of_year,total_sales,promotion_id,promotion_type,holiday_season,season,weekend
8483670,2022-12-16 20:20:16,244,1349,6,539.41,0.15,Cash,Location B,20,Saturday,50,12,2750.99,921,Buy One Get One Free,No,,
3504799,2023-07-29 21:42:02,201,1666,3,963.39,0.43,Mobile Payment,Location C,21,Wednesday,30,,1647.4,392,,Yes,Winter,
3671760,2023-09-07 18:43:03,903,5955,3,540.06,0.43,Cash,,18,Friday,36,9,923.5,832,Buy One Get One Free,No,Winter,Yes
2116490,2022-11-05 04:20:16,391,3066,6,167.63,0.44,Credit Card,,4,Saturday,44,11,563.24,973,,No,,No
6895383,2023-11-20 04:06:58,368,6805,10,454.36,0.35,Mobile Payment,,4,Thursday,47,11,2953.34,922,Flash Sale,No,Spring,No
5352337,,191,6073,10,70.12,,Cash,Location D,2,Tuesday,18,1,701.2,468,,,Fall,
1054456,2022-07-08 04:15:15,399,8023,4,195.71,0.08,Mobile Payment,Location C,4,Sunday,27,7,720.21,89,,No,Fall,Yes
8484288,,11,2206,8,624.83,0.17,,,6,Saturday,26,11,4148.87,616,Buy One Get One Free,Yes,Summer,
3089648,2023-07-05 12:28:01,563,1161,2,409.94,0.13,,,12,Saturday,27,7,,692,Buy One Get One Free,Yes,Fall,
6316158,2022-03-29 22:53:07,628,9871,3,772.5,0.26,Credit Card,Location D,22,,13,3,1714.95,423,Buy One Get One Free,,,No
7072004,2023-07-17 05:48:48,471,7547,2,324.73,0.23,,Location C,5,Saturday,29,7,500.08,155,20% Off,,Winter,No
2851389,2023-04-20 18:22:36,599,3323,4,244.17,0.06,Cash,Location B,18,Thursday,16,4,918.08,279,,,Spring,Yes
3223278,2022-09-24 19:11:46,715,5825,5,396.09,0.22,Credit Card,Location A,,Sunday,38,9,1544.75,637,,,Winter,Yes
5091209,2023-07-21 09:35:40,231,7384,4,526.77,0.29,Credit Card,Location B,9,Friday,,7,1496.03,753,Buy One Get One Free,,Spring,
7072681,2023-10-14 18:13:33,455,545,7,900.13,0.32,Debit Card,Location C,18,Sunday,41,10,,997,20% Off,No,Summer,No
3237259,2022-02-25 20:41:06,334,1880,4,690.97,0.15,Cash,,20,Friday,8,2,2349.3,129,20% Off,No,,No
9399911,2022-02-15 07:16:32,840,4117,1,849.29,0.31,,Location B,7,Tuesday,7,2,586.01,416,,Yes,,Yes
9366297,2023-03-05 23:30:05,218,3549,5,719.46,0.46,,Location D,23,Tuesday,9,3,1942.54,750,20% Off,No,Spring,Yes
9931177,2023-06-30 04:26:48,836,7081,1,313.17,0.33,Mobile Payment,,4,Friday,26,6,209.82,324,20% Off,Yes,Fall,No
8244890,2022-11-08 09:42:53,768,1867,9,167.93,0.49,Credit Card,Location A,9,Wednesday,45,11,770.8,293,,Yes,Summer,No
9187094,2023-02-20 15:45:34,549,1974,8,346.95,0.19,Credit Card,,15,Wednesday,8,2,2248.24,788,20% Off,,Winter,Yes
5011172,2023-02-15 16:51:14,878,7444,1,374.47,0.18,Credit Card,Location D,16,,7,2,307.07,843,20% Off,No,Spring,No
5605616,2022-03-22 20:39:47,374,618,8,658.19,0.1,Mobile Payment,Location B,20,Tuesday,12,3,4738.97,136,Buy One Get One Free,Yes,Summer,Yes
5285877,2023-05-30 06:57:05,283,8703,2,149.39,0.3,Credit Card,Location D,6,Wednesday,22,5,209.15,482,Flash Sale,Yes,,Yes
5535122,2023-04-16 17:38:48,921,660,7,515.61,0.2,Mobile Payment,,17,,15,4,2887.42,473,Flash Sale,No,,Yes
4941755,,911,7289,8,289.37,0.32,,Location D,4,Tuesday,29,8,1574.17,66,20% Off,,Summer,No
2699822,2022-10-10 11:45:26,254,2072,6,336.68,0.04,Mobile Payment,Location B,11,Wednesday,41,10,,953,,No,,No
1845618,2022-01-29 15:15:06,19,1989,4,340.57,0.12,Cash,Location A,15,Thursday,4,1,1198.81,799,Flash Sale,,,Yes
3119991,2023-07-19 01:36:02,8,2903,10,154.63,0.32,Cash,,1,Wednesday,29,7,1051.48,711,Buy One Get One Free,,Winter,Yes
5954931,2022-10-06 14:50:05,305,5006,1,679.72,0.04,,Location C,14,Monday,40,10,652.53,967,,Yes,Fall,Yes
8460508,2022-02-06 21:14:31,772,2592,8,888.22,0.41,Debit Card,,21,,,2,4192.4,751,,,Summer,
4948177,2023-12-19 13:35:22,404,2517,7,458.79,0.19,Mobile Payment,Location A,13,Monday,,12,2601.34,20,,Yes,Spring,Yes
1252096,2023-04-21 03:45:04,519,118,4,580.72,0.09,Mobile Payment,Location A,3,Tuesday,16,4,2113.82,820,Buy One Get One Free,Yes,Spring,No
6975519,2023-02-22 14:05:22,812,1044,1,568.97,0.47,Credit Card,,14,Wednesday,8,2,301.55,34,Buy One Get One Free,Yes,,No
7451495,2022-12-18 12:55:40,666,6754,9,506.72,0.15,Mobile Payment,Location A,12,Friday,50,12,3876.41,654,20% Off,,,
2903653,2022-10-03 07:41:48,664,9163,3,731.2,0.07,Mobile Payment,Location D,7,Monday,,10,2040.05,912,,,Summer,
7892960,2022-11-26 06:26:10,613,1956,9,684.72,,Debit Card,Location D,6,Sunday,47,11,6162.48,664,,No,Winter,No
1442487,2023-01-15 15:36:28,491,7833,6,408.78,0.43,,,15,,2,1,1398.03,980,Buy One Get One Free,Yes,,No
8345079,2022-04-19 07:27:25,715,1617,2,327.09,0.2,Cash,,,Sunday,16,4,523.34,119,Buy One Get One Free,No,Spring,
8206315,2023-02-02 22:56:25,917,9404,5,312.27,0.37,Cash,Location B,22,Sunday,5,2,983.65,675,Buy One Get One Free,,Summer,No
9734524,2022-09-21 09:58:47,103,1977,9,728.6,0.29,,,9,Monday,38,9,4655.75,846,20% Off,No,Spring,No
5130242,2022-11-11 09:12:12,227,7089,6,199.93,0.35,Mobile Payment,Location A,9,,45,11,779.73,743,,,Summer,No
5282471,2022-01-31 17:35:38,864,7749,6,262.26,0.02,Mobile Payment,Location D,17,Sunday,5,1,1542.09,875,20% Off,Yes,,No
7453241,,246,980,8,,0.14,Cash,Location B,13,,39,,1154.16,649,,,,
5859499,2023-03-20 00:06:09,369,348,6,349.74,0.39,Cash,Location B,0,Monday,,3,1280.05,289,,,Fall,
4041388,2022-02-05 20:31:22,396,7564,4,579.46,0.13,,Location C,20,Friday,5,2,2016.52,619,20% Off,Yes,Spring,Yes
8445618,2022-08-28 00:59:11,383,8173,2,644.62,0.48,Cash,,0,Monday,34,8,670.4,712,Buy One Get One Free,No,Fall,
9336206,2022-03-21 16:03:42,305,9252,4,937.52,0.35,Cash,Location B,16,Sunday,12,3,2437.55,692,Buy One Get One Free,No,Summer,No
5487926,2023-02-09 10:22:47,906,790,2,990.63,0.17,,Location D,10,,6,2,1644.45,341,,Yes,,No
6777185,2023-02-06 00:28:53,129,5373,9,443.03,0.06,Credit Card,Location C,0,Sunday,6,2,3748.03,506,,,,Yes
6570560,2023-05-04 07:37:13,635,4966,2,318.91,0.43,Mobile Payment,Location D,7,Thursday,18,5,363.56,954,Buy One Get One Free,No,Fall,
7221664,2023-11-08 00:32:16,514,5335,3,521.08,0.43,Mobile Payment,Location A,0,Friday,45,11,891.05,172,Buy One Get One Free,,Winter,
9544731,2022-04-18 22:01:47,399,5409,2,167.07,0.35,,,22,Tuesday,16,4,217.19,762,Buy One Get One Free,Yes,Fall,
6499867,2023-07-19 02:21:15,246,1119,8,217.68,0.16,Cash,Location D,2,Thursday,29,7,1462.81,617,Flash Sale,Yes,,Yes
9113971,2022-07-21 04:58:28,893,4616,5,702.1,0.45,Cash,Location D,4,Saturday,29,7,1930.78,451,20% Off,No,Spring,
6333134,2023-06-07 16:16:26,461,8535,5,786.88,0.4,Debit Card,Location B,16,Tuesday,23,6,2360.64,2,20% Off,,Summer,No
9017239,2022-04-29 11:02:01,922,1183,1,55.87,0.43,Debit Card,Location C,11,Wednesday,17,4,31.85,364,Flash Sale,Yes,Winter,Yes
6000814,2023-01-11 07:28:29,96,8960,6,803.28,0.25,Mobile Payment,Location B,7,Friday,2,1,3614.76,215,,No,Winter,No
3168278,2023-04-25 22:25:22,687,2283,10,680.19,0.21,Debit Card,Location C,22,Thursday,17,4,5373.5,186,Flash Sale,No,Summer,Yes
3455033,2023-07-31 12:28:38,755,7809,3,44.57,0.18,Cash,Location A,12,,31,7,109.64,491,Buy One Get One Free,,Fall,
3789648,2022-09-05 18:55:29,613,6115,5,763.94,0.19,Debit Card,Location C,18,Wednesday,36,9,3093.96,999,Flash Sale,Yes,,No
6227955,2023-02-04 23:30:26,393,323,2,778.53,0.07,Mobile Payment,Location B,23,,,2,1448.07,352,,No,Spring,Yes
1758292,2022-08-04 05:40:35,882,6335,8,278.05,0.29,,Location B,5,Wednesday,31,8,1579.32,406,20% Off,,Winter,Yes
9823273,2023-08-09 21:37:11,722,573,8,497.33,0.26,Mobile Payment,,21,,32,8,2944.19,446,20% Off,,Spring,
8536906,2023-06-29 03:41:20,901,4475,1,646.45,0.16,,Location D,3,Saturday,,6,543.02,89,,,Winter,
5697070,2023-12-02 05:13:44,537,9129,10,29.92,0.4,Debit Card,,5,Monday,48,12,179.52,33,Buy One Get One Free,,,
9148329,2023-10-04 12:27:04,994,3097,1,879.55,0.34,Cash,,12,,40,10,580.5,23,20% Off,Yes,,No
8436103,2023-11-09 21:56:14,745,3713,7,340.86,0.33,Debit Card,Location A,21,Friday,45,11,1598.63,742,20% Off,No,Summer,
1970050,2022-12-25 14:51:41,547,1761,5,449.43,0.47,Debit Card,,14,Monday,51,12,1190.99,997,Flash Sale,,Spring,Yes
8332937,2023-09-16 18:18:14,901,2346,2,908.19,0.44,,Location A,18,Tuesday,37,9,1017.17,433,Flash Sale,Yes,Summer,No
5958694,2022-12-04 12:38:20,959,4005,8,15.63,0.34,,Location A,12,Sunday,48,12,82.53,719,Buy One Get One Free,,Spring,
3503030,2023-02-17 13:26:13,193,915,7,685.32,0.19,Cash,Location D,13,Saturday,7,2,3885.76,393,Buy One Get One Free,No,Spring,No
5279073,2022-11-08 19:56:53,354,3900,4,995.64,0.01,Mobile Payment,,19,Wednesday,45,11,3942.73,253,Buy One Get One Free,No,Fall,
2481434,2022-08-03 22:39:49,405,2166,2,280.57,0.32,Mobile Payment,Location D,22,Saturday,31,8,381.58,327,Buy One Get One Free,,,No
5039228,2022-04-24 16:41:24,235,8734,8,996.13,0.45,Credit Card,Location B,16,Sunday,,4,4382.97,599,,No,,Yes
4208108,2023-04-13 14:08:04,454,9116,6,384.97,0.21,,Location C,14,Monday,15,4,1824.76,480,Flash Sale,No,,
7703789,2022-12-02 09:04:07,19,5823,10,302.97,0.47,Debit Card,,9,Wednesday,48,12,1605.74,147,Flash Sale,Yes,Fall,Yes
7620715,2023-01-31 16:19:02,116,2264,4,937.28,0.18,Credit Card,Location D,16,Friday,5,1,3074.28,433,Buy One Get One Free,No,,No
9932988,2023-08-17 21:46:45,138,6818,4,96.26,0.26,Cash,Location D,21,Friday,33,8,284.93,528,Flash Sale,No,Summer,No
3263332,2023-11-28 16:29:01,399,2641,6,448.36,0.29,Debit Card,,16,Sunday,48,11,1910.01,360,20% Off,Yes,Winter,No
5092808,2023-02-24 16:45:24,851,3305,3,196.41,0.29,Mobile Payment,Location B,16,Sunday,8,2,418.35,993,Flash Sale,,Fall,Yes
1298492,2023-08-24 09:53:11,142,2007,5,961.13,0.38,Mobile Payment,,9,Sunday,34,8,2979.5,716,,Yes,Fall,
4079850,2022-11-16 05:10:30,776,8509,10,774.26,0.38,Credit Card,,5,Wednesday,46,11,4800.41,884,Flash Sale,Yes,Fall,Yes
7913095,2023-06-25 10:03:51,199,8983,5,864.73,0.24,Credit Card,Location D,10,Saturday,25,6,3285.97,819,Flash Sale,Yes,Winter,No
5619599,2022-06-18 21:50:11,879,9611,2,781.78,0.18,Credit Card,Location A,21,,24,6,1282.12,758,Buy One Get One Free,,Winter,Yes
7262069,2022-10-24 03:49:46,205,4051,9,506.86,0.18,Cash,,3,Thursday,43,10,3740.63,664,Buy One Get One Free,,Fall,No
6414444,2023-10-31 13:58:44,724,491,3,703.33,0.29,Cash,Location B,13,Tuesday,44,10,1498.09,726,Flash Sale,,Winter,No
9797535,2022-06-16 23:59:52,725,9681,6,957.83,0.01,Mobile Payment,Location C,23,,24,6,5689.51,842,,No,Winter,No
4532918,2022-12-06 02:01:00,816,3366,10,636.49,0.46,,Location D,2,Wednesday,49,12,3437.05,714,Flash Sale,Yes,Winter,No
4723122,2022-03-30 17:41:58,228,7397,10,86.1,0.21,,,17,Monday,13,3,,613,Buy One Get One Free,Yes,Winter,No
7420236,2023-09-01 20:03:20,603,8836,9,173.52,0.16,Mobile Payment,Location B,20,Monday,35,9,1311.81,961,Buy One Get One Free,,Spring,No
7797952,,686,450,10,704.97,,Debit Card,Location D,2,Saturday,16,1,7049.7,628,Flash Sale,Yes,Spring,
6377814,2023-03-14 00:34:01,899,4590,3,935.64,0.13,,Location D,0,Saturday,11,3,2442.02,647,Flash Sale,No,Winter,Yes
5238980,2023-09-03 14:30:10,142,9786,6,724.56,0.5,,Location D,14,Monday,35,9,2173.68,118,,No,,
1452680,2023-08-02 03:16:34,389,3750,1,853.54,0.21,Cash,Location D,3,,31,8,674.3,819,Flash Sale,,Winter,
6803385,2022-04-18 00:00:19,474,3993,1,774.18,0.17,Cash,Location C,0,Thursday,16,4,642.57,986,Flash Sale,No,,
8501072,2023-09-02 15:58:55,324,3100,7,472.85,0.27,Mobile Payment,,15,Wednesday,35,9,2416.26,259,,Yes,,
2922433,2023-02-04 12:02:54,818,4668,9,776.93,,,Location C,12,Wednesday,5,2,6992.37,797,,Yes,Summer,
8171265,2022-12-24 08:17:07,135,8737,4,341.75,,,Location C,8,Sunday,51,12,1367.0,916,20% Off,,Summer,Yes
4854975,2022-06-12 03:00:45,742,5464,6,542.24,0.19,,,3,,23,,2635.29,97,,Yes,Spring,No
3697864,2023-02-10 19:51:05,985,9067,2,552.1,0.35,Mobile Payment,Location B,19,Saturday,6,2,717.73,973,Flash Sale,Yes,Summer,
2785206,2022-05-24 02:58:49,422,8937,5,645.55,0.09,Cash,Location D,2,Sunday,21,5,2937.25,445,,Yes,Spring,Yes
4213391,2022-06-23 12:33:26,481,489,1,809.2,0.17,,Location D,12,,25,6,671.64,517,,,,No
9911025,2022-02-13 22:18:18,678,2017,10,,0.23,,Location D,22,Monday,6,2,3432.95,663,Flash Sale,No,Spring,No
2020971,2022-06-11 08:11:59,631,9306,3,362.37,0.36,Cash,Location C,8,Sunday,23,6,695.75,121,20% Off,No,Spring,No
8052301,2023-06-29 15:37:57,174,7390,5,310.15,0.12,Credit Card,Location B,15,Thursday,26,6,1364.66,937,20% Off,Yes,Spring,No
3411452,2023-08-20 21:25:44,150,7500,9,856.55,0.22,Cash,Location B,21,,33,8,6012.98,891,20% Off,,Spring,
9297138,2023-12-26 06:10:43,765,5096,10,439.11,0.42,Cash,Location B,,Wednesday,52,12,,879,20% Off,No,Summer,No
7171916,2023-03-28 02:39:38,534,6584,4,974.09,0.39,Credit Card,Location D,,Saturday,13,3,2376.78,878,20% Off,Yes,Summer,No
9274701,2023-05-18 02:28:20,236,6914,8,524.57,0.08,Cash,Location C,2,Friday,,5,3860.84,27,Buy One Get One Free,No,Fall,Yes
7544683,2022-07-31 23:59:45,915,4663,6,287.84,0.23,Cash,Location D,23,Thursday,30,7,1329.82,683,Flash Sale,,Winter,
9758920,2023-09-25 12:15:01,923,7224,6,477.68,0.15,Credit Card,Location D,12,Wednesday,39,9,2436.17,867,20% Off,Yes,Fall,
2364728,2023-04-14 00:22:38,947,7016,3,529.06,0.07,Debit Card,Location A,0,Wednesday,15,4,1476.08,124,Buy One Get One Free,,Spring,
1813375,2022-03-24 01:48:36,3,1585,5,645.81,0.12,Cash,Location D,1,,12,3,2841.56,541,Flash Sale,,,Yes
5072780,2022-04-12 07:17:41,643,1497,4,279.98,0.43,Debit Card,,7,Sunday,15,,638.35,282,20% Off,Yes,Fall,Yes
6647078,2023-06-28 01:01:44,933,4377,1,514.27,0.12,Mobile Payment,Location B,,Sunday,26,6,452.56,798,,Yes,Spring,Yes
3523761,2023-11-16 11:55:15,66,9494,1,347.78,0.37,Mobile Payment,Location C,11,Thursday,46,11,219.1,693,20% Off,Yes,,No
7184524,2022-04-22 19:58:06,967,3953,10,411.2,0.26,Debit Card,Location A,19,Friday,16,4,3042.88,787,,Yes,Fall,
6214757,2022-06-01 11:56:23,331,9118,1,280.82,0.48,Mobile Payment,Location A,11,Friday,22,6,146.03,98,20% Off,,Spring,No
4396881,2023-01-29 05:38:16,298,643,9,210.54,0.14,Cash,Location A,5,Wednesday,4,1,1629.58,334,,No,,
3718127,2022-11-29 07:45:52,301,5698,3,960.45,,,Location C,7,Thursday,48,11,2881.35,413,Flash Sale,Yes,Spring,
6978833,2022-12-13 04:49:43,191,6989,4,927.35,0.04,Mobile Payment,,4,Sunday,50,12,3561.02,501,,No,Spring,Yes
8700924,2022-05-08 07:56:52,832,7236,1,847.86,0.19,,Location C,7,Tuesday,18,5,686.77,874,,No,Fall,No
6269409,2022-12-21 06:15:48,974,6838,7,594.59,,Cash,Location B,6,Monday,51,12,4162.13,551,Flash Sale,Yes,Fall,
1057977,2022-11-30 02:07:04,762,9722,9,701.52,0.23,,,2,Tuesday,48,11,4861.53,665,,No,Winter,
2934116,2022-06-27 05:23:44,194,3584,1,40.82,0.21,Credit Card,Location C,5,Friday,26,6,32.25,481,20% Off,,,
3761720,2023-04-19 23:32:16,892,7893,3,788.86,0.09,Cash,Location D,23,Saturday,16,4,,460,20% Off,No,Summer,No
3221143,2022-08-18 18:34:21,116,9027,3,197.88,,Mobile Payment,,18,Tuesday,33,8,593.64,818,Flash Sale,No,Fall,No
1001298,2023-09-16 18:08:01,782,7626,6,745.57,0.09,Credit Card,Location D,18,Saturday,,9,4070.81,848,20% Off,No,Fall,Yes
5662403,2022-01-19 11:28:01,824,645,8,427.8,,Mobile Payment,Location D,11,Saturday,3,1,3422.4,935,20% Off,No,Winter,No
4151019,2023-05-14 09:02:49,110,2250,9,770.98,0.28,,Location D,9,Saturday,19,5,4995.95,559,,,Winter,Yes
4365638,2023-05-30 22:57:02,174,8157,1,166.64,0.01,Credit Card,,22,Tuesday,22,5,164.97,121,Flash Sale,,Fall,No
8588054,2023-10-21 16:36:17,994,28,2,863.99,0.15,Cash,Location D,,,42,10,1468.78,842,,,Summer,No
5874060,2023-10-12 15:18:29,448,4563,3,862.48,0.31,,Location C,15,Thursday,41,10,1785.33,520,,No,Fall,
8492062,2023-09-19 12:38:50,287,7849,8,396.66,0.42,Cash,Location C,12,Tuesday,,9,1840.5,856,,No,Summer,No
8368290,2022-05-15 12:52:25,205,5208,3,829.05,0.42,Credit Card,Location D,12,Saturday,19,5,1442.55,93,20% Off,No,Winter,Yes
4107873,2022-11-05 15:58:49,932,1343,9,782.34,0.25,Credit Card,,15,Monday,44,11,5280.8,519,Buy One Get One Free,,Summer,
1462408,2022-11-30 00:01:28,374,5076,6,672.04,0.23,Credit Card,Location B,0,Friday,48,,3104.82,281,20% Off,,Summer,
6749750,2023-01-16 07:07:39,356,5793,8,327.46,0.3,Cash,Location C,,,3,1,1833.78,304,20% Off,,Winter,No
9973576,2022-03-16 14:55:13,417,857,8,198.14,0.25,Debit Card,,14,Saturday,11,3,1188.84,457,Buy One Get One Free,Yes,,Yes
8742051,2022-01-11 18:49:06,284,7237,1,637.39,0.28,Cash,Location A,18,Saturday,2,1,458.92,953,20% Off,Yes,Fall,Yes
4520422,2023-07-12 03:39:12,570,3851,5,185.98,0.47,,Location A,3,Monday,28,7,492.85,708,Flash Sale,,Winter,No
7137378,2022-12-31 01:13:02,101,7745,10,159.23,0.14,Debit Card,,1,Sunday,52,12,1369.38,684,20% Off,Yes,Fall,Yes
1651024,2023-10-04 13:23:26,601,2540,4,369.16,0.19,Cash,Location B,13,Friday,,10,1196.08,924,Flash Sale,,Spring,Yes
5968076,2023-01-11 20:20:34,128,4204,7,135.39,0.18,,,20,,,1,777.14,242,20% Off,Yes,Summer,
5072146,2022-02-10 04:46:29,234,1211,8,261.67,0.33,Cash,Location B,4,Sunday,6,2,1402.55,481,,No,Winter,Yes
1778649,2023-10-08 15:04:31,811,2587,4,834.09,0.01,Debit Card,,15,Wednesday,40,10,3303.0,567,,No,Fall,No
8949017,2023-10-08 05:48:17,989,694,8,437.2,0.3,Mobile Payment,Location C,5,Saturday,40,10,2448.32,447,20% Off,Yes,Spring,No
7112085,2023-10-17 09:21:02,997,4253,5,452.39,0.29,,Location C,9,Monday,42,10,1605.98,83,20% Off,Yes,Summer,Yes
7949342,2022-09-07 10:40:16,664,5681,4,591.38,0.21,Mobile Payment,Location C,10,Thursday,36,9,1868.76,866,20% Off,,,Yes
7738803,2022-12-13 21:21:43,329,2985,5,79.72,0.26,Debit Card,Location B,21,Thursday,50,12,294.96,860,Buy One Get One Free,No,Summer,No
1951172,2022-04-12 08:42:56,30,2852,10,278.17,0.1,,Location D,8,Thursday,15,4,2503.53,560,,Yes,,No
1095353,2022-05-25 15:53:22,797,7190,7,958.49,,,,15,,21,5,6709.43,74,,,Spring,
7336205,2023-02-23 05:35:17,655,7504,5,38.62,0.29,Debit Card,,5,Thursday,8,2,137.1,929,Flash Sale,Yes,,No
7556316,2022-02-13 21:07:52,98,5011,4,103.2,0.33,Debit Card,,21,Monday,6,2,276.58,491,20% Off,No,Winter,No
3820731,2022-08-01 05:15:48,239,9965,5,605.47,0.18,,Location A,5,Wednesday,31,8,2482.43,704,Flash Sale,Yes,Spring,
5505063,2023-07-20 04:57:40,13,9467,2,137.89,0.38,Credit Card,Location C,4,Friday,29,7,170.98,310,Flash Sale,No,Winter,Yes
5024054,2022-01-13 03:30:33,552,7548,6,412.35,0.01,Debit Card,Location B,3,Monday,2,1,2449.36,426,Buy One Get One Free,No,Fall,No
6329835,2023-12-28 09:20:50,965,532,9,219.25,0.12,,Location D,9,Saturday,52,12,1736.46,808,Buy One Get One Free,Yes,,Yes
9192210,2023-07-30 09:44:30,139,2741,10,254.69,0.46,,Location D,9,Tuesday,30,7,1375.33,445,20% Off,No,Spring,No
2272260,2022-02-02 14:48:06,110,2548,6,749.38,0.35,,Location D,14,Wednesday,5,2,2922.58,712,,No,Summer,Yes
9980432,2022-10-27 03:34:27,577,9903,5,,0.18,Credit Card,Location B,3,Friday,43,10,218.71,263,Buy One Get One Free,,,
4945015,2023-07-08 07:19:42,670,3255,5,146.15,0.46,Debit Card,Location D,7,Thursday,27,7,394.61,923,20% Off,Yes,Summer,No
3020654,2022-09-21 21:42:33,291,6787,7,649.32,0.42,,Location C,21,Wednesday,38,9,2636.24,563,Flash Sale,,Fall,No
8313398,2022-07-15 23:42:20,755,6105,2,567.51,0.3,Debit Card,Location D,23,Wednesday,28,7,794.51,266,,,Summer,No
6158871,2023-06-17 19:37:18,887,5909,4,753.91,0.41,Credit Card,,19,,24,6,1779.23,779,Flash Sale,No,Fall,Yes
2461580,2022-11-14 04:47:04,294,2752,4,295.63,0.42,,Location C,4,,46,11,685.86,535,,No,,Yes
3738298,2023-06-24 12:33:04,400,1396,6,711.08,0.22,Mobile Payment,Location A,12,Friday,25,6,3327.85,534,Buy One Get One Free,Yes,Spring,Yes
8753477,2022-10-13 20:37:13,644,8556,8,788.3,0.42,,,,Tuesday,41,10,3657.71,171,Buy One Get One Free,No,Winter,
2367621,2023-07-13 06:20:09,709,4433,1,533.9,0.33,Debit Card,Location C,6,Thursday,28,7,357.71,158,Flash Sale,,,Yes
5548401,2022-09-28 02:48:48,269,2556,5,206.37,0.3,Mobile Payment,Location A,2,Saturday,39,9,722.29,651,20% Off,No,Fall,
