item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000061,ORD00130,PROD0020,3,38392.51,11.83
ITEM000062,ORD00695,PROD0044,4,36897.83,21.72
ITEM000063,ORD00297,PROD0037,4,21504.7,30.88
ITEM000064,ORD00747,PROD0066,2,38359.71,43.21
ITEM000065,ORD00718,PROD0032,4,35352.4,40.5
ITEM000066,ORD00718,PROD0094,5,9514.58,42.74
ITEM000067,ORD00645,PROD0082,2,6701.56,1.92
ITEM000068,ORD00197,PROD0019,-4,10062.21,43.22
ITEM000069,ORD00390,PROD0053,5,31702.17,11.57
ITEM000070,ORD00345,PROD0055,4,21410.93,2.58
ITEM000071,ORD00113,PROD0035,3,17616.12,20.9
ITEM000072,ORD00328,PROD0007,2,2701.32,37.24
ITEM000073,ORD00218,PROD0037,4,30365.44,21.55
ITEM000074,ORD00259,PROD0063,3,5665.28,33.45
ITEM000075,ORD00700,PROD0071,2,37090.48,18.07
ITEM000076,ORD00798,PROD0076,5,11988.79,13.8
ITEM000077,ORD00599,PROD0050,1,6611.22,37.13
ITEM000078,ORD00124,PROD0006,5,44213.66,40.87
ITEM000079,ORD00198,PROD0091,4,3836.49,27.33
ITEM000080,ORD00352,PROD0039,4,10179.76,36.04
ITEM000081,ORD00045,PROD0017,2,35609.0,44.58
ITEM000082,ORD00778,PROD0072,3,22479.26,35.87
ITEM000083,ORD00933,PROD0056,1,26235.76,47.62
ITEM000084,ORD00810,PROD0003,2,34865.64,6.45
ITEM000085,ORD00047,PROD0073,1,34720.79,37.04
ITEM000086,ORD00408,PROD0064,5,48579.77,8.28
ITEM000087,ORD00769,PROD0066,4,19573.32,30.36
ITEM000088,ORD00212,PROD0024,1,10968.61,34.84
ITEM000089,ORD00901,PROD0066,4,36056.9,12.94
ITEM000090,ORD00873,PROD0029,3,27652.33,8.56
ITEM000091,ORD00047,PROD0069,2,32016.81,47.1
ITEM000092,ORD00285,PROD0018,3,2670.85,49.0
ITEM000093,ORD00844,PROD0027,5,32467.41,31.63
ITEM000094,ORD00996,PROD0048,3,35302.54,27.46
ITEM000095,ORD00740,PROD0018,4,14815.28,49.26
ITEM000096,ORD00641,PROD0002,3,48264.85,8.84
ITEM000097,ORD00995,PROD0003,5,43412.3,46.95
ITEM000098,ORD00598,PROD0014,4,12941.52,31.31
ITEM000099,ORD00619,PROD0071,2,11109.89,13.44
ITEM000100,ORD00596,PROD0081,4,11662.98,36.31
ITEM000101,ORD00378,PROD0019,4,9157.53,9.25
ITEM000102,ORD00884,PROD0023,2,47173.42,9.02
ITEM000103,ORD00289,PROD0003,3,8968.94,19.71
ITEM000104,ORD00623,PROD0025,1,21377.11,22.75
ITEM000105,ORD00661,PROD0052,1,6950.84,37.52
ITEM000106,ORD00013,PROD0078,1,1133.72,41.33
ITEM000107,ORD00782,PROD0083,1,38528.87,13.38
ITEM000108,ORD00962,PROD0081,-5,48321.4,47.88
ITEM000109,ORD00109,PROD0070,3,4339.76,6.96
ITEM000110,ORD00778,PROD0073,4,15438.51,23.95
ITEM000111,ORD00250,PROD0008,5,31411.54,6.15
ITEM000112,ORD00845,PROD0006,1,5218.05,44.32
ITEM000113,ORD00426,PROD0019,1,1297.64,21.36
ITEM000114,ORD00151,PROD0046,3,43961.61,19.24
ITEM000115,ORD00906,PROD0092,1,49539.33,11.23
ITEM000116,ORD00980,PROD0037,3,16752.87,18.02
ITEM000117,ORD00947,PROD0011,1,8985.58,26.52
ITEM000118,ORD00615,PROD0024,4,33396.94,15.08
ITEM000119,ORD00838,PROD0037,3,13627.55,24.96
ITEM000120,ORD00378,PROD0034,1,43099.53,48.9
ITEM000121,ORD00797,PROD0084,2,19590.92,36.07
ITEM000122,ORD00805,PROD0062,1,21429.91,36.34
ITEM000123,ORD00149,PROD0012,3,9175.43,19.25
ITEM000124,ORD00327,PROD0064,4,48645.16,30.09
ITEM000125,ORD00652,PROD0043,2,32732.32,12.3
ITEM000126,ORD00429,PROD0071,4,24680.81,26.81
ITEM000127,ORD00236,PROD0050,1,21149.85,28.89
ITEM000128,ORD00711,PROD0096,2,11836.13,0.14
ITEM000129,ORD00872,PROD0003,3,47885.03,46.05
ITEM000130,ORD00062,PROD0045,3,43351.95,40.95
ITEM000131,ORD00302,PROD0059,2,27619.87,46.57
ITEM000132,ORD00432,PROD0032,2,2887.7,6.89
ITEM000133,ORD00986,PROD0090,2,1414.71,48.25
ITEM000134,ORD00381,PROD0007,1,3781.14,41.87
ITEM000135,ORD00892,PROD0021,1,7149.75,12.25
ITEM000136,ORD00013,PROD0073,4,9202.98,37.18
ITEM000137,ORD00767,PROD0068,3,36155.62,22.2
ITEM000138,ORD00661,PROD0089,1,7878.78,44.06
ITEM000139,ORD00033,PROD0078,2,642.29,41.63
ITEM000140,ORD00697,PROD0059,5,12976.91,28.6
ITEM000141,ORD00314,PROD0091,2,7924.35,48.66
ITEM000142,ORD00535,PROD0049,2,20080.08,2.8
ITEM000143,ORD00402,PROD0024,5,3952.74,34.62
ITEM000144,ORD00489,PROD0041,4,8324.74,40.17
ITEM000145,ORD00663,PROD0055,2,5309.56,18.14
ITEM000146,ORD00798,PROD0043,1,8221.74,5.32
ITEM000147,ORD00217,PROD0077,1,15525.09,27.58
ITEM000148,ORD00654,PROD0005,2,48835.49,28.24
ITEM000149,ORD00578,PROD0062,1,4751.23,15.43
ITEM000150,ORD00366,PROD0097,3,25060.78,15.72
ITEM000151,ORD00401,PROD0093,3,35162.57,4.87
ITEM000152,ORD00418,PROD0095,5,40393.97,7.51
ITEM000153,ORD00602,PROD0049,4,42616.15,14.51
ITEM000154,ORD00156,PROD0088,4,31335.04,47.64
ITEM000155,ORD00238,PROD0028,2,8136.25,48.18
ITEM000156,ORD00529,PROD0094,5,46518.34,17.07
ITEM000157,ORD00805,PROD0017,3,31211.19,47.01
ITEM000158,ORD00041,PROD0092,4,49850.77,30.34
ITEM000159,ORD00982,PROD0020,5,24926.39,40.24
ITEM000160,ORD00147,PROD0099,3,48450.46,39.07
ITEM000161,ORD00090,PROD0064,1,8568.91,14.78
ITEM000162,ORD00070,PROD0036,5,4552.54,8.96
ITEM000163,ORD00791,PROD0059,3,48926.34,38.16
ITEM000164,ORD00453,PROD0084,2,48586.86,24.41
ITEM000165,ORD00373,PROD0037,4,31022.21,34.03
ITEM000166,ORD00452,PROD0047,5,47607.04,18.68
ITEM000167,ORD00699,PROD0053,5,43882.69,49.56
ITEM000168,ORD00044,PROD0080,1,12316.36,41.06
ITEM000169,ORD00009,PROD0020,1,7994.47,19.96
ITEM000170,ORD00075,PROD0029,4,33490.61,17.45
ITEM000171,ORD00480,PROD0083,5,23296.16,4.29
ITEM000172,ORD00750,PROD0014,4,10053.6,16.44
ITEM000173,ORD00325,PROD0044,5,35144.31,23.81
ITEM000174,ORD00286,PROD0059,1,47431.83,7.28
ITEM000175,ORD00219,PROD0041,5,30093.76,19.01
ITEM000176,ORD00959,PROD0047,4,10749.7,10.57
ITEM000177,ORD00024,PROD0098,4,31820.8,4.18
ITEM000178,ORD00071,PROD0036,4,43701.42,22.57
ITEM000179,ORD00430,PROD0068,2,13046.42,41.53
ITEM000180,ORD00095,PROD0055,3,14915.56,9.93
ITEM000181,ORD00965,PROD0054,4,34472.64,8.03
ITEM000182,ORD00714,PROD0056,3,28558.81,41.15
ITEM000183,ORD00575,PROD0077,2,33431.33,30.83
ITEM000184,ORD00332,PROD0086,-3,44835.41,46.69
ITEM000185,ORD00512,PROD0041,1,33729.87,13.14
ITEM000186,ORD00740,PROD0001,4,42877.63,31.71
ITEM000187,ORD00655,PROD0075,1,37310.81,9.38
ITEM000188,ORD00714,PROD0070,2,10885.25,10.49
ITEM000189,ORD00196,PROD0087,5,18575.8,18.19
ITEM000190,ORD00310,PROD0040,5,6324.79,24.96
ITEM000191,ORD00467,PROD0053,4,41426.47,21.29
ITEM000192,ORD00998,PROD0098,3,8873.11,21.42
ITEM000193,ORD00182,PROD0071,5,21850.22,14.25
ITEM000194,ORD00676,PROD0089,4,35134.42,46.9
ITEM000195,ORD00928,PROD0013,1,5280.22,32.48
ITEM000196,ORD00632,PROD0053,1,37611.17,46.36
ITEM000197,ORD00103,PROD0082,4,40312.95,33.39
ITEM000198,ORD00873,PROD0054,2,22786.03,19.05
ITEM000199,ORD00201,PROD0061,1,39708.19,23.2
ITEM000200,ORD00930,PROD0083,-4,18794.73,11.2
ITEM000201,ORD00291,PROD0035,3,45143.39,45.47
ITEM000202,ORD00690,PROD0031,1,20786.38,0.78
ITEM000203,ORD00158,PROD0048,5,30037.29,16.75
ITEM000204,ORD00983,PROD0074,4,48677.17,9.63
ITEM000205,ORD00660,PROD0051,1,28934.9,6.44
ITEM000206,ORD00652,PROD0050,2,15974.43,7.92
ITEM000207,ORD00237,PROD0013,2,31608.91,39.21
ITEM000208,ORD00864,PROD0098,3,8036.75,16.12
ITEM000209,ORD00096,PROD0012,1,31481.82,29.66
ITEM000210,ORD00029,PROD0080,5,4030.75,19.12
ITEM000211,ORD00761,PROD0094,2,31759.71,38.88
ITEM000212,ORD00192,PROD0031,2,26817.32,12.26
ITEM000213,ORD00799,PROD0049,3,13820.74,46.75
ITEM000214,ORD00643,PROD0003,5,5635.48,46.36
ITEM000215,ORD00126,PROD0014,2,44740.78,4.64
ITEM000216,ORD00507,PROD0047,2,24602.74,1.1
ITEM000217,ORD00076,PROD0063,1,21053.37,44.49
ITEM000218,ORD00649,PROD0058,2,606.0,8.93
ITEM000219,ORD00581,PROD0081,5,5948.64,17.14
ITEM000220,ORD00356,PROD0062,5,350.23,26.09
ITEM000221,ORD00261,PROD0016,2,26844.11,25.9
ITEM000222,ORD00780,PROD0020,2,5827.94,10.85
ITEM000223,ORD00336,PROD0018,2,34610.93,6.33
ITEM000224,ORD00281,PROD0062,2,17492.81,27.57
ITEM000225,ORD00302,PROD0060,4,47322.65,46.12
ITEM000226,ORD00257,PROD0023,2,44377.01,14.05
ITEM000227,ORD00403,PROD0014,5,29420.19,8.28
ITEM000228,ORD00211,PROD0093,4,22363.27,29.82
ITEM000229,ORD00279,PROD0041,5,19213.99,9.99
ITEM000230,ORD00362,PROD0048,1,44483.54,47.9
ITEM000231,ORD00260,PROD0076,4,41351.65,32.25
ITEM000232,ORD00989,PROD0068,3,5821.03,40.45
ITEM000233,ORD00440,PROD0024,3,10837.69,18.58
ITEM000234,ORD00149,PROD0100,3,15997.6,0.55
ITEM000235,ORD00337,PROD0028,4,16145.91,11.63
ITEM000236,ORD00068,PROD0050,3,26410.39,5.15
ITEM000237,ORD00285,PROD0092,5,40390.58,33.57
ITEM000238,ORD00588,PROD0083,4,21816.76,40.67
ITEM000239,ORD00203,PROD0026,1,24982.68,49.51
ITEM000240,ORD00432,PROD0016,1,30111.39,29.56
ITEM000241,ORD00243,PROD0074,1,32218.96,42.81
ITEM000242,ORD00005,PROD0060,3,48345.99,1.85
ITEM000243,ORD00547,PROD0068,1,911.99,23.49
ITEM000244,ORD00850,PROD0054,3,37709.24,20.02
ITEM000245,ORD00570,PROD0100,3,2448.93,14.92
ITEM000246,ORD00466,PROD0064,1,46891.42,5.14
ITEM000247,ORD00230,PROD0007,1,49677.66,43.07
ITEM000248,ORD00742,PROD0056,2,9638.87,45.11
ITEM000249,ORD00378,PROD0069,1,43413.94,12.98
ITEM000250,ORD00804,PROD0006,1,15284.08,13.19
ITEM000251,ORD00705,PROD0079,4,8599.9,6.89
ITEM000252,ORD00472,PROD0016,2,7485.27,29.21
ITEM000253,ORD00871,PROD0053,4,26136.01,12.03
ITEM000254,ORD00490,PROD0085,4,16163.38,36.54
ITEM000255,ORD00232,PROD0012,3,35597.93,17.65
ITEM000256,ORD00856,PROD0032,2,3849.71,24.73
ITEM000257,ORD00218,PROD0002,2,19314.51,24.38
ITEM000258,ORD00349,PROD0027,5,25744.97,15.67
ITEM000259,ORD00968,PROD0040,4,42405.57,5.28
ITEM000260,ORD00134,PROD0029,3,22676.35,31.02
ITEM000261,ORD00208,PROD0100,4,13964.14,8.21
ITEM000262,ORD00315,PROD0074,1,43822.19,37.25
ITEM000263,ORD00247,PROD0003,4,1526.45,33.09
ITEM000264,ORD00464,PROD0046,3,27560.18,17.72
ITEM000265,ORD00218,PROD0020,4,25445.55,2.66
ITEM000266,ORD00280,PROD0048,1,19187.87,46.4
ITEM000267,ORD00199,PROD0038,2,29743.05,26.48
ITEM000268,ORD00506,PROD0067,4,2588.59,12.45
ITEM000269,ORD00114,PROD0029,1,1880.83,13.31
ITEM000270,ORD00068,PROD0069,1,44141.75,34.98
ITEM000271,ORD00415,PROD0051,4,36722.83,43.98
ITEM000272,ORD00275,PROD0064,2,10258.42,31.84
ITEM000273,ORD00723,PROD0077,3,4802.7,25.16
ITEM000274,ORD00718,PROD0080,4,42642.94,34.4
ITEM000275,ORD00175,PROD0041,1,16674.55,22.76
ITEM000276,ORD00986,PROD0002,4,1139.26,48.72
ITEM000277,ORD00903,PROD0010,2,42669.17,29.7
ITEM000278,ORD00993,PROD0061,-5,43673.61,23.63
ITEM000279,ORD00047,PROD0003,5,14603.86,11.41
ITEM000280,ORD00516,PROD0022,2,5089.62,40.19
ITEM000281,ORD00344,PROD0058,4,49490.68,12.87
ITEM000282,ORD00499,PROD0033,3,41404.7,15.06
ITEM000283,ORD00342,PROD0067,5,13569.88,25.97
ITEM000284,ORD00656,PROD0003,2,42827.65,32.97
ITEM000285,ORD00146,PROD0046,4,28921.45,34.79
ITEM000286,ORD00442,PROD0047,2,9772.72,47.74
ITEM000287,ORD00655,PROD0014,3,33972.2,44.96
ITEM000288,ORD00461,PROD0068,2,33985.41,44.4
ITEM000289,ORD00401,PROD0076,4,13884.73,9.53
ITEM000290,ORD00594,PROD0067,3,6235.77,39.77
ITEM000291,ORD00581,PROD0045,3,515.91,46.36
ITEM000292,ORD00151,PROD0060,2,14560.11,27.91
ITEM000293,ORD00167,PROD0039,4,40009.27,0.78
ITEM000294,ORD00042,PROD0028,3,6259.44,24.42
ITEM000295,ORD00006,PROD0056,3,132.02,12.57
ITEM000296,ORD00359,PROD0037,5,38467.38,7.75
ITEM000297,ORD00089,PROD0092,3,36679.35,21.6
ITEM000298,ORD00941,PROD0011,3,23711.57,17.73
ITEM000299,ORD00832,PROD0087,4,48348.65,4.91
ITEM000300,ORD00268,PROD0039,5,28238.99,33.95
ITEM000301,ORD00331,PROD0075,2,10055.38,6.78
ITEM000302,ORD00568,PROD0026,3,14936.97,46.36
ITEM000303,ORD00473,PROD0070,2,43808.48,21.84
ITEM000304,ORD00142,PROD0068,4,25240.38,34.26
ITEM000305,ORD00367,PROD0060,3,21083.23,20.51
ITEM000306,ORD00029,PROD0072,1,21103.84,37.79
ITEM000307,ORD00630,PROD0039,2,18718.25,31.04
ITEM000308,ORD00922,PROD0073,3,42270.86,6.3
ITEM000309,ORD00687,PROD0001,4,43758.05,23.01
ITEM000310,ORD00056,PROD0011,1,49310.06,5.35
ITEM000311,ORD00609,PROD0013,3,34560.59,43.22
ITEM000312,ORD00125,PROD0095,5,36994.23,2.65
ITEM000313,ORD00210,PROD0067,2,48367.2,6.82
ITEM000314,ORD00917,PROD0087,2,15613.45,49.46
ITEM000315,ORD00007,PROD0063,5,5823.97,0.0
ITEM000316,ORD00619,PROD0016,5,10294.25,23.69
ITEM000317,ORD00853,PROD0065,4,46309.62,15.0
ITEM000318,ORD00496,PROD0024,2,27381.29,41.08
ITEM000319,ORD00698,PROD0057,5,7397.69,1.08
ITEM000320,ORD00146,PROD0096,2,37109.07,27.33
ITEM000321,ORD00488,PROD0062,3,5090.98,29.44
ITEM000322,ORD00377,PROD0086,3,34912.87,5.37
ITEM000323,ORD00427,PROD0055,-2,22908.41,28.21
ITEM000324,ORD00012,PROD0075,3,32556.07,32.86
ITEM000325,ORD00456,PROD0006,3,23448.56,36.15
ITEM000326,ORD00284,PROD0002,2,42806.39,25.16
ITEM000327,ORD00358,PROD0091,5,3232.01,32.8
ITEM000328,ORD00361,PROD0084,5,35787.6,39.33
ITEM000329,ORD00286,PROD0098,3,3503.68,41.97
ITEM000330,ORD00496,PROD0049,4,9100.69,35.43
ITEM000331,ORD00520,PROD0100,5,34918.66,29.44
ITEM000332,ORD00595,PROD0045,5,20248.32,2.25
ITEM000333,ORD00873,PROD0094,2,33296.52,24.97
ITEM000334,ORD00696,PROD0061,3,49068.29,40.43
ITEM000335,ORD00751,PROD0031,1,8782.5,44.62
ITEM000336,ORD00774,PROD0054,1,12599.14,1.87
ITEM000337,ORD00768,PROD0010,4,30366.01,42.03
ITEM000338,ORD00946,PROD0023,3,22530.53,6.66
ITEM000339,ORD00653,PROD0074,5,12699.5,21.88
ITEM000340,ORD00293,PROD0029,2,21759.74,26.43
ITEM000341,ORD00809,PROD0025,1,31492.87,33.43
ITEM000342,ORD00209,PROD0005,2,18042.09,20.4
ITEM000343,ORD00560,PROD0010,3,36525.86,45.55
ITEM000344,ORD00658,PROD0068,4,10452.99,41.38
ITEM000345,ORD00513,PROD0046,3,27979.0,6.89
ITEM000346,ORD00069,PROD0057,4,43711.45,28.46
ITEM000347,ORD00131,PROD0067,3,24985.74,2.57
ITEM000348,ORD00554,PROD0043,1,47036.81,46.11
ITEM000349,ORD00258,PROD0050,3,43586.52,48.41
ITEM000350,ORD00077,PROD0069,5,25936.21,30.56
ITEM000351,ORD00320,PROD0052,5,34906.14,5.54
ITEM000352,ORD00483,PROD0034,1,21128.14,10.03
ITEM000353,ORD00910,PROD0098,1,27399.66,36.69
ITEM000354,ORD00947,PROD0097,1,3738.3,47.4
ITEM000355,ORD00927,PROD0079,1,3631.08,20.81
ITEM000356,ORD00758,PROD0079,1,23990.7,6.47
ITEM000357,ORD00741,PROD0006,1,25429.45,32.52
ITEM000358,ORD00442,PROD0062,3,43834.85,11.39
ITEM000359,ORD00954,PROD0008,1,40587.02,26.71
ITEM000360,ORD00881,PROD0049,1,2701.81,38.28
ITEM000361,ORD00713,PROD0017,4,27522.29,5.78
ITEM000362,ORD00121,PROD0079,3,17221.97,45.9
ITEM000363,ORD00244,PROD0030,1,11433.58,37.37
ITEM000364,ORD00910,PROD0069,5,40108.18,43.66
ITEM000365,ORD00256,PROD0008,1,21983.94,14.13
ITEM000366,ORD00322,PROD0045,5,12287.79,14.62
ITEM000367,ORD00621,PROD0051,4,32863.86,3.82
ITEM000368,ORD00961,PROD0070,2,36787.41,17.85
ITEM000369,ORD00938,PROD0029,4,47077.21,39.01
ITEM000370,ORD00300,PROD0084,2,13450.01,34.89
ITEM000371,ORD00516,PROD0014,1,20600.61,47.53
ITEM000372,ORD00498,PROD0036,1,6942.86,48.8
ITEM000373,ORD00237,PROD0040,5,18682.26,40.82
ITEM000374,ORD00146,PROD0005,2,32530.41,22.69
ITEM000375,ORD00117,PROD0003,4,13587.9,29.41
ITEM000376,ORD00308,PROD0011,1,30526.41,24.77
ITEM000377,ORD00884,PROD0049,4,11299.98,18.97
ITEM000378,ORD00676,PROD0056,5,15326.89,27.08
ITEM000379,ORD00357,PROD0004,5,16877.29,41.41
ITEM000380,ORD00269,PROD0097,5,1464.52,36.29
ITEM000381,ORD00637,PROD0056,4,46435.47,37.62
ITEM000382,ORD00827,PROD0014,5,36092.72,33.9
ITEM000383,ORD00880,PROD0069,4,35989.09,38.45
ITEM000384,ORD00267,PROD0021,4,49631.39,11.91
ITEM000385,ORD00930,PROD0002,3,47553.26,4.28
ITEM000386,ORD00256,PROD0099,5,28597.02,1.93
ITEM000387,ORD00281,PROD0047,3,39143.07,40.51
ITEM000388,ORD00623,PROD0002,1,33072.75,41.8
ITEM000389,ORD00868,PROD0023,4,22051.47,23.32
ITEM000390,ORD00990,PROD0046,4,27874.76,20.43
ITEM000391,ORD00594,PROD0011,3,27617.25,47.66
ITEM000392,ORD00452,PROD0024,3,13879.6,43.45
ITEM000393,ORD00131,PROD0030,2,30935.67,2.48
ITEM000394,ORD00118,PROD0084,1,25385.29,22.02
ITEM000395,ORD00325,PROD0006,5,3134.56,35.73
ITEM000396,ORD00266,PROD0033,1,42888.77,17.67
ITEM000397,ORD00736,PROD0006,5,5547.26,25.35
ITEM000398,ORD00116,PROD0066,1,16356.87,18.57
ITEM000399,ORD00843,PROD0088,4,21381.12,14.15
ITEM000400,ORD00026,PROD0042,5,16815.79,20.41
ITEM000401,ORD00668,PROD0048,4,14773.75,1.56
ITEM000402,ORD00378,PROD0006,3,45602.45,1.28
ITEM000403,ORD00624,PROD0028,3,39065.6,25.41
ITEM000404,ORD00596,PROD0092,3,19004.1,29.13
ITEM000405,ORD00673,PROD0093,2,49891.26,3.92
ITEM000406,ORD00080,PROD0029,5,28764.52,27.41
ITEM000407,ORD00429,PROD0069,1,26435.04,2.57
ITEM000408,ORD00484,PROD0085,5,15915.27,9.75
ITEM000409,ORD00590,PROD0038,2,39970.4,48.87
ITEM000410,ORD00237,PROD0059,3,5859.3,12.05
ITEM000411,ORD00751,PROD0053,3,28066.81,3.82
ITEM000412,ORD00371,PROD0084,4,22503.5,20.94
ITEM000413,ORD00584,PROD0017,5,45472.36,33.71
ITEM000414,ORD00682,PROD0018,5,14415.57,15.69
ITEM000415,ORD00084,PROD0053,4,7505.09,24.71
ITEM000416,ORD00903,PROD0099,2,43832.64,0.78
ITEM000417,ORD00124,PROD0054,3,35597.96,23.49
ITEM000418,ORD00104,PROD0017,1,1294.18,8.35
ITEM000419,ORD00075,PROD0017,5,45939.29,45.21
ITEM000420,ORD00363,PROD0017,4,12147.6,14.67
ITEM000421,ORD00345,PROD0044,5,5477.81,36.11
ITEM000422,ORD00076,PROD0095,3,45542.64,31.54
ITEM000423,ORD00759,PROD0056,3,35035.67,36.67
ITEM000424,ORD00742,PROD0099,5,46837.41,4.19
ITEM000425,ORD00918,PROD0001,5,33727.96,22.68
ITEM000426,ORD00329,PROD0057,2,29445.24,47.24
ITEM000427,ORD00100,PROD0030,3,2509.57,25.88
ITEM000428,ORD00538,PROD0075,5,21391.81,16.14
ITEM000429,ORD00327,PROD0097,2,2192.53,47.25
ITEM000430,ORD00904,PROD0094,2,13984.99,43.98
ITEM000431,ORD00322,PROD0013,3,6015.7,13.69
ITEM000432,ORD00450,PROD0029,2,45892.88,49.44
ITEM000433,ORD00772,PROD0014,2,7136.06,10.34
ITEM000434,ORD00859,PROD0066,-2,45136.81,47.99
ITEM000435,ORD00553,PROD0069,-2,41641.97,1.29
ITEM000436,ORD00209,PROD0037,5,22296.75,6.31
ITEM000437,ORD00465,PROD0038,1,45967.27,6.0
ITEM000438,ORD00911,PROD0056,4,43238.69,49.65
ITEM000439,ORD00750,PROD0086,1,40201.69,37.21
ITEM000440,ORD00228,PROD0094,1,25402.3,13.81
ITEM000441,ORD00646,PROD0095,5,3797.02,34.4
ITEM000442,ORD00914,PROD0005,4,35284.67,26.06
ITEM000443,ORD00195,PROD0072,1,31401.52,12.3
ITEM000444,ORD00601,PROD0049,2,13337.77,7.57
ITEM000445,ORD00834,PROD0024,4,10008.79,43.79
ITEM000446,ORD00974,PROD0067,-2,3456.34,27.89
ITEM000447,ORD00214,PROD0091,2,34430.28,30.67
ITEM000448,ORD00647,PROD0075,2,24263.23,32.85
ITEM000449,ORD00185,PROD0039,2,33431.99,24.51
ITEM000450,ORD00646,PROD0051,5,24099.86,4.83
ITEM000451,ORD00116,PROD0097,3,22413.93,12.37
ITEM000452,ORD00436,PROD0015,2,16013.41,5.68
ITEM000453,ORD00714,PROD0051,2,24238.56,40.24
ITEM000454,ORD00501,PROD0077,4,1545.23,13.4
ITEM000455,ORD00221,PROD0053,1,16227.28,33.75
ITEM000456,ORD00422,PROD0051,4,13108.9,2.73
ITEM000457,ORD00498,PROD0094,2,40944.38,15.43
ITEM000458,ORD00420,PROD0029,5,26847.05,38.98
ITEM000459,ORD00113,PROD0079,5,30287.56,1.0
ITEM000460,ORD00740,PROD0003,4,35266.05,45.61
ITEM000461,ORD00786,PROD0099,5,2555.84,10.52
ITEM000462,ORD00549,PROD0026,2,19836.76,35.89
ITEM000463,ORD00298,PROD0021,3,10859.19,36.67
ITEM000464,ORD00963,PROD0002,1,37780.58,26.33
