order_id,customer_id,order_date,status,region_code
ORD00089,CUST0156,2025-05-04 08:42:09,CANCELLED,WEST
ORD00090,CUST0246,2025-10-26 12:34:32,CANCELLED,NORTH
ORD00091,CUST0459,2026-02-20 17:38:40,PLACED,NORTH
ORD00092,CUST0182,2025-03-27 20:39:02,RETURNED,WEST
ORD00093,CUST0408,2025-08-09 03:00:06,DELIVERED,SOUTH
ORD00094,CUST0298,2025-12-19 18:14:28,DELIVERED,WEST
ORD00095,CUST0354,2025-09-14 04:22:01,CANCELLED,NORTH
ORD00096,CUST0044,2025-03-01 23:09:22,DELIVERED,EAST
ORD00097,CUST0248,2025-06-28 15:06:28,CANCELLED,EAST
ORD00098,,2025-12-30 03:01:54,DELIVERED,NORTH
ORD00099,CUST0380,2025-05-05 16:11:35,SHIPPED,EAST
ORD00100,CUST0119,2026-02-13 12:40:11,SHIPPED,WEST
ORD00101,CUST0453,2025-04-12 14:37:27,CANCELLED,NORTH
ORD00102,CUST0386,2025-12-27 02:36:06,RETURNED,SOUTH
ORD00103,CUST0059,2025-05-15 21:55:31,RETURNED,EAST
ORD00104,CUST0301,2025-02-28 11:22:54,CANCELLED,SOUTH
ORD00105,CUST0153,2026-04-16 19:37:05,SHIPPED,EAST
ORD00106,CUST0094,2025-07-11 22:09:32,CANCELLED,WEST
ORD00107,CUST0217,2025-04-06 15:40:34,SHIPPED,SOUTH
ORD00108,CUST0162,2026-03-08 14:39:03,DELIVERED,NORTH
ORD00109,CUST0197,2026-05-09 17:32:41,CANCELLED,WEST
ORD00110,CUST0431,2025-08-16 15:10:05,RETURNED,NORTH
ORD00111,CUST0017,2025-05-21 07:34:18,SHIPPED,WEST
ORD00112,CUST0254,2025-10-09 16:07:36,PLACED,EAST
ORD00113,CUST0188,2025-10-05 01:48:46,CANCELLED,SOUTH
ORD00114,CUST0425,2025-12-01 07:19:55,PLACED,WEST
ORD00115,CUST0045,2025-08-13 03:49:51,SHIPPED,SOUTH
ORD00116,CUST0180,2026-03-17 22:39:40,CANCELLED,SOUTH
ORD00117,CUST0417,2025-04-16 01:36:22,RETURNED,EAST
ORD00118,CUST0361,2025-05-30 09:36:17,RETURNED,NORTH
ORD00119,CUST0211,2026-04-16 01:17:55,SHIPPED,SOUTH
ORD00120,CUST0425,2025-05-07 21:25:31,SHIPPED,EAST
ORD00121,CUST0039,2025-11-21 02:25:32,DELIVERED,EAST
ORD00122,CUST0298,2025-01-02 23:05:46,CANCELLED,EAST
ORD00123,CUST0204,2025-04-22 13:52:13,CANCELLED,EAST
ORD00124,CUST0281,2025-10-23 04:36:54,CANCELLED,EAST
ORD00125,CUST0024,2025-02-20 20:50:53,CANCELLED,NORTH
ORD00126,CUST0226,2025-08-22 00:27:12,SHIPPED,EAST
ORD00127,CUST0141,2025-02-17 20:23:16,PLACED,EAST
ORD00128,CUST0027,2025-07-22 20:19:46,SHIPPED,WEST
ORD00129,CUST0001,2025-04-20 15:04:08,RETURNED,SOUTH
ORD00130,CUST0005,2025-12-23 10:52:07,CANCELLED,SOUTH
ORD00131,CUST0046,2026-01-10 03:06:20,DELIVERED,EAST
ORD00132,CUST0386,2026-03-24 04:41:43,SHIPPED,NORTH
ORD00133,,2025-11-29 05:28:22,SHIPPED,SOUTH
ORD00134,CUST0227,2026-03-17 06:05:57,PLACED,SOUTH
ORD00135,CUST0197,2025-06-29 13:20:50,SHIPPED,SOUTH
ORD00136,CUST0284,2025-11-04 19:46:38,DELIVERED,NORTH
ORD00137,CUST0155,2025-04-16 16:38:32,SHIPPED,WEST
ORD00138,CUST0460,2026-02-11 07:31:24,PLACED,SOUTH
ORD00139,CUST0271,2026-04-01 00:23:59,DELIVERED,SOUTH
ORD00140,CUST0216,07-07-2025 17:43:11,CANCELLED,NORTH
ORD00141,CUST0135,2025-04-21 01:59:03,CANCELLED,EAST
ORD00142,CUST0213,2025-08-05 22:25:05,RETURNED,SOUTH
ORD00143,CUST0262,2026-04-17 06:51:09,RETURNED,EAST
ORD00144,CUST0428,2025-11-29 21:41:04,DELIVERED,WEST
ORD00145,CUST0030,2025-05-06 02:59:27,PLACED,WEST
ORD00146,CUST0342,2026-01-15 21:47:11,PLACED,NORTH
ORD00147,CUST0084,2025-09-12 11:33:33,DELIVERED,SOUTH
ORD00148,CUST0448,2025-05-18 23:56:07,PLACED,EAST
ORD00149,CUST0033,2025-05-15 22:36:40,PLACED,WEST
ORD00150,CUST0256,2026-03-16 18:10:23,SHIPPED,EAST
ORD00151,CUST0346,06-01-2026 03:14:47,RETURNED,NORTH
ORD00152,CUST0126,2025-01-24 15:23:24,SHIPPED,SOUTH
ORD00153,CUST0284,2026-02-16 22:47:41,CANCELLED,SOUTH
ORD00154,CUST0369,2025-06-13 08:52:04,RETURNED,EAST
ORD00155,CUST0027,2025-04-02 07:51:33,PLACED,WEST
ORD00156,CUST0145,01-02-2026 09:20:05,RETURNED,WEST
ORD00157,CUST0289,2026-02-06 09:47:39,SHIPPED,WEST
ORD00158,CUST0396,2026-02-02 06:46:57,RETURNED,SOUTH
ORD00159,CUST0013,30-04-2025 17:22:40,PLACED,EAST
ORD00160,CUST0435,2026-01-13 23:19:06,SHIPPED,SOUTH
ORD00161,CUST0498,2025-03-14 22:17:05,PLACED,SOUTH
ORD00162,CUST0359,2026-04-04 11:29:47,PLACED,NORTH
ORD00163,CUST0202,2025-02-08 18:36:03,CANCELLED,SOUTH
ORD00164,CUST0162,2026-04-20 12:44:53,DELIVERED,EAST
ORD00165,CUST0484,2025-04-14 04:49:49,RETURNED,NORTH
ORD00166,CUST0239,2025-06-10 13:07:34,DELIVERED,SOUTH
ORD00167,CUST0437,2025-03-03 02:10:51,DELIVERED,NORTH
ORD00168,CUST0076,2025-02-16 22:15:22,CANCELLED,NORTH
ORD00169,CUST0090,2025-01-16 12:54:28,RETURNED,SOUTH
ORD00170,CUST0407,2025-03-13 03:00:03,SHIPPED,SOUTH
ORD00171,CUST0352,2025-11-19 20:05:37,RETURNED,EAST
ORD00172,CUST0034,2025-04-12 20:28:51,SHIPPED,NORTH
ORD00173,CUST0170,2025-03-04 01:29:03,SHIPPED,WEST
ORD00174,CUST0016,2025-07-15 21:27:11,DELIVERED,SOUTH
ORD00175,CUST0229,2026-03-29 04:02:39,RETURNED,SOUTH
ORD00176,CUST0452,2025-10-09 15:03:05,DELIVERED,WEST
ORD00177,CUST0453,2026-02-13 16:15:40,RETURNED,NORTH
ORD00178,CUST0184,2025-09-03 17:50:31,DELIVERED,EAST
ORD00179,CUST0164,2025-11-02 07:01:57,DELIVERED,NORTH
ORD00180,CUST0184,2026-01-28 18:14:10,PLACED,SOUTH
ORD00181,CUST0418,2026-02-10 23:03:48,SHIPPED,WEST
ORD00182,CUST0433,2025-03-30 05:15:37,DELIVERED,EAST
ORD00183,,2025-12-25 11:36:36,SHIPPED,SOUTH
ORD00184,CUST0497,2025-09-10 17:19:11,CANCELLED,NORTH
ORD00185,CUST0113,2025-01-11 16:30:00,DELIVERED,SOUTH
ORD00186,CUST0091,2026-04-16 10:03:01,SHIPPED,SOUTH
ORD00187,CUST0441,2025-07-06 02:23:45,CANCELLED,NORTH
ORD00188,CUST0500,2025-03-22 23:27:50,CANCELLED,EAST
ORD00189,CUST0356,2026-04-01 19:50:22,SHIPPED,SOUTH
ORD00190,CUST0151,2025-03-07 05:46:00,RETURNED,WEST
ORD00191,CUST0291,2025-01-17 05:38:20,RETURNED,SOUTH
ORD00192,CUST0255,2025-03-14 10:47:04,SHIPPED,EAST
ORD00193,CUST0454,09-05-2026 02:52:45,DELIVERED,WEST
ORD00194,CUST0355,04-02-2025 11:16:50,PLACED,NORTH
ORD00195,CUST0215,2026-05-12 05:56:26,CANCELLED,WEST
ORD00196,CUST0425,2025-09-03 18:41:48,SHIPPED,SOUTH
ORD00197,CUST0018,2025-05-31 00:20:16,PLACED,NORTH
ORD00198,CUST0083,2026-01-10 02:35:57,PLACED,EAST
ORD00199,CUST0248,2025-12-27 00:27:41,SHIPPED,WEST
ORD00200,CUST0106,2026-05-14 06:26:44,RETURNED,EAST
ORD00201,CUST0050,2025-01-26 12:36:35,CANCELLED,SOUTH
ORD00202,,2025-02-14 09:52:42,RETURNED,WEST
ORD00203,,2025-03-29 20:18:05,CANCELLED,NORTH
ORD00204,CUST0251,2026-04-04 21:16:05,RETURNED,WEST
ORD00205,CUST0190,2025-04-06 14:02:16,CANCELLED,WEST
ORD00206,CUST0289,2025-02-01 04:48:44,PLACED,NORTH
ORD00207,CUST0212,2026-05-13 18:14:35,PLACED,WEST
ORD00208,CUST0275,2025-12-18 15:36:56,SHIPPED,WEST
ORD00209,CUST0438,2026-01-01 01:32:36,RETURNED,SOUTH
ORD00210,CUST0089,01-05-2026 05:13:51,SHIPPED,SOUTH
ORD00211,CUST0350,2025-08-11 06:52:40,SHIPPED,EAST
ORD00212,CUST0414,2025-02-04 02:24:35,CANCELLED,EAST
ORD00213,CUST0470,2026-03-24 00:50:44,RETURNED,WEST
ORD00214,CUST0291,2025-10-29 18:48:06,PLACED,NORTH
ORD00215,CUST0451,26-06-2025 13:16:24,CANCELLED,WEST
ORD00216,CUST0074,2025-11-13 19:43:44,CANCELLED,NORTH
ORD00217,CUST0354,02-05-2025 01:47:30,DELIVERED,EAST
ORD00218,CUST0156,2025-06-09 08:53:31,PLACED,SOUTH
ORD00219,CUST0227,2026-02-01 10:17:46,CANCELLED,NORTH
ORD00220,CUST0422,2025-07-28 23:31:48,RETURNED,EAST
ORD00221,CUST0082,2025-02-03 09:45:32,CANCELLED,SOUTH
ORD00222,CUST0292,2025-01-15 05:12:56,SHIPPED,NORTH
ORD00223,CUST0471,2025-07-04 22:12:17,DELIVERED,WEST
ORD00224,CUST0064,2025-12-15 00:15:23,CANCELLED,WEST
ORD00225,CUST0301,2025-10-10 11:22:10,DELIVERED,NORTH
ORD00226,CUST0084,2026-03-14 18:49:13,SHIPPED,SOUTH
ORD00227,CUST0210,2025-09-20 00:55:49,PLACED,WEST
ORD00228,CUST0308,2026-02-15 00:14:16,RETURNED,EAST
ORD00229,CUST0141,2025-08-05 12:54:22,CANCELLED,EAST
ORD00230,CUST0267,2026-02-27 19:25:37,PLACED,NORTH
ORD00231,CUST0432,2026-03-06 11:35:41,RETURNED,EAST
ORD00232,CUST0033,2025-06-22 08:40:20,DELIVERED,EAST
ORD00233,CUST0334,2025-06-02 06:09:33,SHIPPED,NORTH
ORD00234,CUST0308,2025-07-26 21:20:43,SHIPPED,NORTH
ORD00235,CUST0133,2026-04-10 13:25:24,PLACED,SOUTH
ORD00236,CUST0352,2025-10-01 20:50:30,DELIVERED,EAST
ORD00237,CUST0449,2025-10-13 05:18:06,CANCELLED,SOUTH
ORD00238,CUST0287,2026-01-26 05:43:57,DELIVERED,NORTH
ORD00239,CUST0447,2025-06-07 13:50:56,DELIVERED,EAST
ORD00240,CUST0436,2025-03-02 15:03:55,RETURNED,NORTH
ORD00241,CUST0062,2026-03-21 21:24:33,DELIVERED,WEST
ORD00242,CUST0071,2025-04-13 10:26:36,CANCELLED,SOUTH
ORD00243,CUST0399,2025-02-11 15:21:40,SHIPPED,EAST
ORD00244,,2025-05-21 06:48:49,SHIPPED,SOUTH
ORD00245,CUST0046,2025-03-08 19:27:40,CANCELLED,WEST
ORD00246,CUST0003,2025-01-20 17:12:46,DELIVERED,NORTH
ORD00247,CUST0272,2025-04-08 00:43:00,SHIPPED,SOUTH
ORD00248,CUST0067,2025-02-22 12:32:37,DELIVERED,SOUTH
ORD00249,,2026-05-01 09:29:46,RETURNED,EAST
ORD00250,CUST0069,2025-06-25 15:22:48,SHIPPED,SOUTH
ORD00251,CUST0207,2025-01-10 07:14:46,SHIPPED,SOUTH
ORD00252,CUST0087,2025-03-05 11:45:41,PLACED,WEST
ORD00253,CUST0274,16-11-2025 01:38:03,PLACED,NORTH
ORD00254,CUST0228,2025-07-14 03:35:16,CANCELLED,SOUTH
ORD00255,CUST0005,2025-06-04 13:42:06,RETURNED,EAST
ORD00256,CUST0215,2026-03-02 03:32:46,RETURNED,NORTH
ORD00257,CUST0255,2025-04-12 19:12:49,DELIVERED,SOUTH
ORD00258,CUST0083,2025-01-21 17:31:58,SHIPPED,WEST
ORD00259,,2025-12-10 02:58:07,RETURNED,WEST
ORD00260,CUST0262,2025-02-08 23:46:06,DELIVERED,SOUTH
ORD00261,CUST0136,2025-08-26 01:06:52,SHIPPED,NORTH
ORD00262,CUST0347,10-06-2025 13:47:07,PLACED,NORTH
ORD00263,CUST0332,2025-03-29 10:22:57,CANCELLED,EAST
ORD00264,CUST0418,2025-06-25 05:07:25,CANCELLED,WEST
ORD00265,CUST0436,2025-09-02 13:41:56,SHIPPED,NORTH
ORD00266,CUST0483,2026-03-09 05:06:26,RETURNED,WEST
ORD00267,CUST0093,2025-11-09 12:49:22,RETURNED,NORTH
ORD00268,CUST0373,2026-05-14 04:30:58,CANCELLED,NORTH
ORD00269,CUST0033,2025-05-14 20:20:00,RETURNED,SOUTH
ORD00270,CUST0174,2025-09-23 16:44:44,RETURNED,NORTH
ORD00271,CUST0247,2025-06-27 21:43:41,CANCELLED,SOUTH
ORD00272,CUST0314,2025-01-28 00:41:59,SHIPPED,WEST
ORD00273,CUST0039,2026-01-20 15:20:15,DELIVERED,EAST
ORD00274,CUST0330,2025-07-13 12:52:15,PLACED,WEST
ORD00275,CUST0046,2026-03-15 15:28:20,PLACED,WEST
ORD00276,,2025-07-26 13:02:35,RETURNED,NORTH
ORD00277,CUST0494,2025-11-13 20:19:56,RETURNED,SOUTH
ORD00278,CUST0175,2025-07-06 01:52:14,CANCELLED,EAST
ORD00279,CUST0243,2026-01-02 21:23:45,CANCELLED,NORTH
ORD00280,CUST0002,2025-06-24 11:53:40,DELIVERED,EAST
ORD00281,,2025-03-26 15:08:52,CANCELLED,NORTH
ORD00282,CUST0062,2026-04-22 12:13:29,SHIPPED,EAST
ORD00283,CUST0475,2025-11-21 21:37:07,CANCELLED,WEST
ORD00284,CUST0069,2026-05-09 15:00:33,PLACED,WEST
ORD00285,CUST0261,2026-02-04 05:44:37,SHIPPED,SOUTH
ORD00286,CUST0311,2026-03-28 10:32:56,CANCELLED,WEST
ORD00287,CUST0391,2025-05-08 08:25:21,DELIVERED,WEST
ORD00288,CUST0309,2025-12-25 23:32:19,RETURNED,EAST
ORD00289,CUST0324,2025-04-22 06:13:39,DELIVERED,EAST
ORD00290,CUST0364,2025-11-29 05:32:34,DELIVERED,NORTH
ORD00291,CUST0299,2025-10-20 21:45:26,RETURNED,EAST
ORD00292,CUST0007,2025-09-25 03:01:24,SHIPPED,NORTH
ORD00293,CUST0385,2026-02-07 05:18:43,DELIVERED,SOUTH
ORD00294,CUST0152,2025-04-15 17:02:22,CANCELLED,NORTH
ORD00295,CUST0288,2026-03-19 07:47:41,RETURNED,WEST
ORD00296,CUST0409,2025-12-23 09:44:42,PLACED,WEST
ORD00297,CUST0500,2025-12-17 10:35:03,PLACED,EAST
ORD00298,CUST0441,2026-03-22 14:53:14,DELIVERED,SOUTH
ORD00299,CUST0151,2025-08-18 05:43:04,SHIPPED,SOUTH
ORD00300,CUST0021,2025-08-08 08:35:16,SHIPPED,SOUTH
ORD00301,CUST0170,2025-08-27 22:59:09,PLACED,SOUTH
ORD00302,CUST0397,2026-04-23 20:39:53,DELIVERED,WEST
ORD00303,CUST0038,2026-02-06 22:20:33,SHIPPED,SOUTH
ORD00304,CUST0082,2025-08-01 17:34:25,PLACED,EAST
ORD00305,CUST0170,2025-06-19 11:18:13,RETURNED,WEST
ORD00306,CUST0333,2025-01-05 03:42:22,CANCELLED,SOUTH
ORD00307,CUST0319,2025-05-05 01:43:56,DELIVERED,WEST
ORD00308,CUST0198,2025-05-12 17:46:18,PLACED,EAST
ORD00309,CUST0250,2025-01-23 09:57:41,SHIPPED,EAST
ORD00310,CUST0086,2026-05-13 17:34:00,PLACED,SOUTH
ORD00311,CUST0443,2025-12-17 13:53:06,SHIPPED,WEST
ORD00312,CUST0383,2025-12-18 04:01:29,DELIVERED,NORTH
ORD00313,CUST0407,2025-05-09 17:04:36,SHIPPED,EAST
ORD00314,CUST0208,2025-08-10 10:01:24,PLACED,NORTH
ORD00315,CUST0388,2026-01-17 18:02:44,PLACED,EAST
ORD00316,CUST0403,2025-12-18 09:38:05,DELIVERED,WEST
ORD00317,CUST0016,2025-08-31 05:34:14,SHIPPED,WEST
ORD00318,CUST0152,2026-05-07 20:09:19,DELIVERED,NORTH
ORD00319,CUST0064,2025-01-22 00:36:38,CANCELLED,NORTH
ORD00320,CUST0463,2026-01-07 11:13:26,RETURNED,SOUTH
ORD00321,CUST0428,2025-05-10 06:07:11,RETURNED,NORTH
ORD00322,CUST0282,2025-08-25 20:35:04,DELIVERED,NORTH
ORD00323,CUST0298,2025-09-07 10:22:08,SHIPPED,NORTH
ORD00324,CUST0100,2025-06-12 15:28:21,RETURNED,EAST
ORD00325,CUST0291,2025-07-06 10:27:10,PLACED,EAST
ORD00326,CUST0379,2025-11-25 13:17:53,DELIVERED,SOUTH
ORD00327,CUST0246,2025-08-25 14:22:49,DELIVERED,WEST
ORD00328,CUST0311,2025-02-11 08:54:52,SHIPPED,SOUTH
ORD00329,CUST0040,2026-01-08 02:57:01,RETURNED,NORTH
ORD00330,CUST0394,2025-10-30 06:58:02,RETURNED,EAST
ORD00331,CUST0242,2025-12-01 04:23:25,SHIPPED,EAST
ORD00332,CUST0047,2025-07-23 11:32:00,SHIPPED,SOUTH
ORD00333,CUST0082,2025-04-02 18:36:42,SHIPPED,WEST
ORD00334,,2026-01-25 15:14:04,DELIVERED,EAST
ORD00335,CUST0266,10-04-2026 11:24:30,CANCELLED,NORTH
ORD00336,CUST0053,2025-12-27 16:40:53,DELIVERED,EAST
ORD00337,CUST0193,2025-12-01 12:23:37,PLACED,EAST
ORD00338,CUST0265,2025-07-27 11:52:55,DELIVERED,WEST
ORD00339,CUST0004,2025-09-14 04:28:10,SHIPPED,NORTH
ORD00340,CUST0077,2025-04-06 05:23:38,PLACED,SOUTH
ORD00341,CUST0059,2025-09-04 21:30:30,SHIPPED,SOUTH
ORD00342,CUST0125,2025-01-23 04:36:37,SHIPPED,SOUTH
ORD00343,,2025-10-21 04:03:10,DELIVERED,SOUTH
ORD00344,CUST0497,2025-10-16 20:01:56,DELIVERED,NORTH
ORD00345,CUST0242,2026-03-21 15:10:14,CANCELLED,SOUTH
ORD00346,CUST0094,2025-11-16 21:32:16,SHIPPED,EAST
ORD00347,CUST0036,2025-04-28 12:24:08,PLACED,NORTH
ORD00348,CUST0259,2025-12-17 13:52:09,RETURNED,NORTH
ORD00349,CUST0308,2025-01-20 17:32:48,PLACED,NORTH
ORD00350,CUST0309,2025-10-04 00:57:49,CANCELLED,WEST
ORD00351,,2025-09-29 13:14:51,CANCELLED,WEST
ORD00352,CUST0465,2026-01-25 22:36:06,CANCELLED,SOUTH
ORD00353,CUST0466,2026-03-16 02:18:38,RETURNED,WEST
ORD00354,,2026-01-16 00:36:33,PLACED,NORTH
ORD00355,CUST0412,2025-06-11 13:23:06,SHIPPED,WEST
ORD00356,CUST0438,2025-10-02 13:36:23,RETURNED,EAST
ORD00357,CUST0105,2025-07-31 17:50:35,CANCELLED,SOUTH
ORD00358,CUST0130,2025-06-07 18:22:49,CANCELLED,SOUTH
ORD00359,CUST0383,2025-04-28 14:50:44,SHIPPED,NORTH
ORD00360,CUST0174,2026-02-15 17:39:44,PLACED,SOUTH
ORD00361,CUST0412,2025-02-16 04:30:59,RETURNED,WEST
ORD00362,CUST0190,2025-02-10 19:02:46,CANCELLED,WEST
ORD00363,CUST0365,2026-05-09 19:03:49,SHIPPED,WEST
ORD00364,CUST0337,2026-04-22 16:18:12,PLACED,SOUTH
ORD00365,CUST0185,2025-05-03 20:00:10,PLACED,EAST
ORD00366,CUST0203,2025-07-27 18:12:33,PLACED,NORTH
ORD00367,CUST0372,2026-03-01 17:58:37,DELIVERED,EAST
ORD00368,CUST0311,2026-05-09 06:29:59,CANCELLED,NORTH
ORD00369,CUST0055,2025-10-14 02:32:18,DELIVERED,NORTH
ORD00370,CUST0449,2025-10-03 18:16:44,CANCELLED,WEST
ORD00371,CUST0388,2025-06-23 14:43:29,RETURNED,NORTH
ORD00372,CUST0196,2025-11-21 07:43:44,SHIPPED,EAST
ORD00373,CUST0275,2025-01-05 22:53:16,SHIPPED,EAST
ORD00374,CUST0421,2025-06-25 02:35:59,SHIPPED,WEST
ORD00375,CUST0294,2025-05-18 05:47:43,SHIPPED,WEST
ORD00376,CUST0124,2026-03-23 08:13:14,SHIPPED,SOUTH
ORD00377,CUST0399,2025-02-24 03:58:05,CANCELLED,NORTH
ORD00378,CUST0022,2026-03-11 15:23:39,DELIVERED,WEST
ORD00379,CUST0295,2026-03-21 08:31:11,RETURNED,EAST
ORD00380,CUST0066,2025-01-28 16:51:27,CANCELLED,NORTH
ORD00381,CUST0352,2026-02-02 05:29:07,RETURNED,WEST
ORD00382,,2025-12-12 06:24:37,PLACED,EAST
ORD00383,CUST0096,2025-10-08 08:15:17,CANCELLED,EAST
ORD00384,CUST0108,2025-08-03 22:48:23,DELIVERED,WEST
ORD00385,CUST0068,2025-10-22 21:14:52,PLACED,EAST
ORD00386,CUST0439,2025-07-15 06:09:51,SHIPPED,WEST
ORD00387,CUST0256,2025-03-10 20:33:34,DELIVERED,WEST
